State,District,Disease,YearMonth,Year,Month,Cases,Cases_Lag1,Cases_Lag2,Cases_Lag3,Target_Cases,Risk,Rolling_Sum,State_Enc,District_Enc,Disease_Enc,Target_Enc
Kerala,Wayanad,Mumps,2022-02,2022,2,30.0,0.0,0.0,0.0,0.0,None,30.0,23,518,31,3
Kerala,Wayanad,Mumps,2022-03,2022,3,0.0,30.0,0.0,0.0,0.0,None,30.0,23,518,31,3
Kerala,Wayanad,Mumps,2022-04,2022,4,0.0,0.0,30.0,0.0,0.0,None,30.0,23,518,31,3
Kerala,Wayanad,Mumps,2022-06,2022,6,11.0,0.0,0.0,0.0,0.0,None,11.0,23,518,31,3
Kerala,Wayanad,Mumps,2022-07,2022,7,0.0,11.0,0.0,0.0,0.0,None,11.0,23,518,31,3
Kerala,Wayanad,Mumps,2022-08,2022,8,0.0,0.0,11.0,0.0,0.0,None,11.0,23,518,31,3
Kerala,Wayanand,Acute Diarrheal Disease,2023-01,2023,1,43.0,0.0,0.0,0.0,0.0,None,43.0,23,519,0,3
Kerala,Wayanand,Acute Diarrheal Disease,2023-02,2023,2,0.0,43.0,0.0,0.0,0.0,None,43.0,23,519,0,3
Kerala,Wayanand,Acute Diarrheal Disease,2023-03,2023,3,0.0,0.0,43.0,0.0,0.0,None,43.0,23,519,0,3
Madhya Pradesh,Agar Malwa,Acute Diarrheal Disease,2023-07,2023,7,69.0,0.0,0.0,0.0,9.0,Low,69.0,24,1,0,1
Madhya Pradesh,Agar Malwa,Acute Diarrheal Disease,2023-08,2023,8,9.0,69.0,0.0,0.0,0.0,None,78.0,24,1,0,3
Madhya Pradesh,Agar Malwa,Acute Diarrheal Disease,2023-09,2023,9,0.0,9.0,69.0,0.0,0.0,None,78.0,24,1,0,3
Madhya Pradesh,Agar Malwa,Acute Diarrheal Disease,2023-10,2023,10,0.0,0.0,9.0,69.0,0.0,None,9.0,24,1,0,3
Madhya Pradesh,Alirajpur,Acute Diarrheal Disease,2023-09,2023,9,24.0,0.0,0.0,0.0,0.0,None,24.0,24,8,0,3
Madhya Pradesh,Alirajpur,Acute Diarrheal Disease,2023-10,2023,10,0.0,24.0,0.0,0.0,0.0,None,24.0,24,8,0,3
Madhya Pradesh,Ashoknagar,Fever With Rash,2023-05,2023,5,12.0,0.0,0.0,0.0,0.0,None,12.0,24,20,18,3
Madhya Pradesh,Ashoknagar,Fever With Rash,2023-06,2023,6,0.0,12.0,0.0,0.0,0.0,None,12.0,24,20,18,3
Madhya Pradesh,Ashoknagar,Fever With Rash,2023-07,2023,7,0.0,0.0,12.0,0.0,7.0,Low,12.0,24,20,18,1
Madhya Pradesh,Ashoknagar,Fever With Rash,2023-08,2023,8,7.0,0.0,0.0,12.0,0.0,None,7.0,24,20,18,3
Madhya Pradesh,Ashoknagar,Fever With Rash,2023-09,2023,9,0.0,7.0,0.0,0.0,0.0,None,7.0,24,20,18,3
Madhya Pradesh,Ashoknagar,Fever With Rash,2023-10,2023,10,0.0,0.0,7.0,0.0,0.0,None,7.0,24,20,18,3
Madhya Pradesh,Ashoknagar,Measles,2023-08,2023,8,5.0,0.0,0.0,0.0,0.0,None,5.0,24,20,28,3
Madhya Pradesh,Ashoknagar,Measles,2023-09,2023,9,0.0,5.0,0.0,0.0,0.0,None,5.0,24,20,28,3
Madhya Pradesh,Ashoknagar,Measles,2023-10,2023,10,0.0,0.0,5.0,0.0,0.0,None,5.0,24,20,28,3
Madhya Pradesh,Barwani,Acute Diarrheal Disease,2023-10,2023,10,5.0,0.0,0.0,0.0,0.0,None,5.0,24,49,0,3
Madhya Pradesh,Barwani,Dengue,2023-08,2023,8,8.0,0.0,0.0,0.0,0.0,None,8.0,24,49,13,3
Madhya Pradesh,Barwani,Dengue,2023-09,2023,9,0.0,8.0,0.0,0.0,0.0,None,8.0,24,49,13,3
Madhya Pradesh,Barwani,Dengue,2023-10,2023,10,0.0,0.0,8.0,0.0,0.0,None,8.0,24,49,13,3
Madhya Pradesh,Barwani,Measles,2023-08,2023,8,6.0,0.0,0.0,0.0,0.0,None,6.0,24,49,28,3
Madhya Pradesh,Barwani,Measles,2023-09,2023,9,0.0,6.0,0.0,0.0,0.0,None,6.0,24,49,28,3
Madhya Pradesh,Barwani,Measles,2023-10,2023,10,0.0,0.0,6.0,0.0,0.0,None,6.0,24,49,28,3
Madhya Pradesh,Betul,Acute Diarrheal Disease,2023-02,2023,2,31.0,0.0,0.0,0.0,0.0,None,31.0,24,62,0,3
Madhya Pradesh,Betul,Acute Diarrheal Disease,2023-03,2023,3,0.0,31.0,0.0,0.0,0.0,None,31.0,24,62,0,3
Madhya Pradesh,Betul,Acute Diarrheal Disease,2023-04,2023,4,0.0,0.0,31.0,0.0,0.0,None,31.0,24,62,0,3
Madhya Pradesh,Bhopal,Acute Diarrheal Disease,2022-06,2022,6,32.0,0.0,0.0,0.0,0.0,None,32.0,24,69,0,3
Madhya Pradesh,Bhopal,Acute Diarrheal Disease,2022-07,2022,7,0.0,32.0,0.0,0.0,0.0,None,32.0,24,69,0,3
Madhya Pradesh,Bhopal,Acute Diarrheal Disease,2022-08,2022,8,0.0,0.0,32.0,0.0,0.0,None,32.0,24,69,0,3
Madhya Pradesh,Bhopal,Acute Diarrheal Disease,2023-09,2023,9,23.0,0.0,0.0,0.0,0.0,None,23.0,24,69,0,3
Madhya Pradesh,Bhopal,Acute Diarrheal Disease,2023-10,2023,10,0.0,23.0,0.0,0.0,0.0,None,23.0,24,69,0,3
Madhya Pradesh,Bhopal,Chickenpox,2022-06,2022,6,3.0,0.0,0.0,0.0,0.0,None,3.0,24,69,8,3
Madhya Pradesh,Bhopal,Chickenpox,2022-07,2022,7,0.0,3.0,0.0,0.0,0.0,None,3.0,24,69,8,3
Madhya Pradesh,Bhopal,Chickenpox,2022-08,2022,8,0.0,0.0,3.0,0.0,0.0,None,3.0,24,69,8,3
Madhya Pradesh,Bhopal,Dengue,2023-10,2023,10,22.0,0.0,0.0,0.0,0.0,None,22.0,24,69,13,3
Madhya Pradesh,Bhopal,Fever Of Unknown Origin,2023-10,2023,10,26.0,0.0,0.0,0.0,0.0,None,26.0,24,69,17,3
Madhya Pradesh,Bhopal,Measles,2023-08,2023,8,27.0,0.0,0.0,0.0,0.0,None,27.0,24,69,28,3
Madhya Pradesh,Bhopal,Measles,2023-09,2023,9,0.0,27.0,0.0,0.0,0.0,None,27.0,24,69,28,3
Madhya Pradesh,Bhopal,Measles,2023-10,2023,10,0.0,0.0,27.0,0.0,0.0,None,27.0,24,69,28,3
Madhya Pradesh,Burhanpur,Dengue,2023-09,2023,9,52.0,0.0,0.0,0.0,0.0,None,52.0,24,82,13,3
Madhya Pradesh,Burhanpur,Dengue,2023-10,2023,10,0.0,52.0,0.0,0.0,0.0,None,52.0,24,82,13,3
Madhya Pradesh,Chhindwara,Acute Diarrheal Disease,2023-07,2023,7,44.0,0.0,0.0,0.0,0.0,None,44.0,24,95,0,3
Madhya Pradesh,Chhindwara,Acute Diarrheal Disease,2023-08,2023,8,0.0,44.0,0.0,0.0,24.0,Medium,44.0,24,95,0,2
Madhya Pradesh,Chhindwara,Acute Diarrheal Disease,2023-09,2023,9,24.0,0.0,44.0,0.0,0.0,None,68.0,24,95,0,3
Madhya Pradesh,Chhindwara,Acute Diarrheal Disease,2023-10,2023,10,0.0,24.0,0.0,44.0,0.0,None,24.0,24,95,0,3
Madhya Pradesh,Chhindwara,Fever With Rash,2022-04,2022,4,13.0,0.0,0.0,0.0,0.0,None,13.0,24,95,18,3
Madhya Pradesh,Chhindwara,Fever With Rash,2022-05,2022,5,0.0,13.0,0.0,0.0,0.0,None,13.0,24,95,18,3
Madhya Pradesh,Chhindwara,Fever With Rash,2022-06,2022,6,0.0,0.0,13.0,0.0,0.0,None,13.0,24,95,18,3
Madhya Pradesh,Damoh,Acute Diarrheal Disease,2022-07,2022,7,56.0,0.0,0.0,0.0,0.0,None,56.0,24,115,0,3
Madhya Pradesh,Damoh,Acute Diarrheal Disease,2022-08,2022,8,0.0,56.0,0.0,0.0,0.0,None,56.0,24,115,0,3
Madhya Pradesh,Damoh,Acute Diarrheal Disease,2022-09,2022,9,0.0,0.0,56.0,0.0,0.0,None,56.0,24,115,0,3
Madhya Pradesh,Damoh,Acute Diarrheal Disease,2023-08,2023,8,50.0,0.0,0.0,0.0,0.0,None,50.0,24,115,0,3
Madhya Pradesh,Damoh,Acute Diarrheal Disease,2023-09,2023,9,0.0,50.0,0.0,0.0,0.0,None,50.0,24,115,0,3
Madhya Pradesh,Damoh,Acute Diarrheal Disease,2023-10,2023,10,0.0,0.0,50.0,0.0,0.0,None,50.0,24,115,0,3
Madhya Pradesh,Datia,Chickenpox,2022-05,2022,5,6.0,0.0,0.0,0.0,0.0,None,6.0,24,118,8,3
Madhya Pradesh,Datia,Chickenpox,2022-06,2022,6,0.0,6.0,0.0,0.0,0.0,None,6.0,24,118,8,3
Madhya Pradesh,Datia,Chickenpox,2022-07,2022,7,0.0,0.0,6.0,0.0,0.0,None,6.0,24,118,8,3
Madhya Pradesh,Dewas,Dengue,2023-08,2023,8,17.0,0.0,0.0,0.0,0.0,None,17.0,24,126,13,3
Madhya Pradesh,Dewas,Dengue,2023-09,2023,9,0.0,17.0,0.0,0.0,0.0,None,17.0,24,126,13,3
Madhya Pradesh,Dewas,Dengue,2023-10,2023,10,0.0,0.0,17.0,0.0,0.0,None,17.0,24,126,13,3
Madhya Pradesh,Dewas,Diphtheria,2023-08,2023,8,1.0,0.0,0.0,0.0,0.0,None,1.0,24,126,14,3
Madhya Pradesh,Dewas,Diphtheria,2023-09,2023,9,0.0,1.0,0.0,0.0,0.0,None,1.0,24,126,14,3
Madhya Pradesh,Dewas,Diphtheria,2023-10,2023,10,0.0,0.0,1.0,0.0,0.0,None,1.0,24,126,14,3
Madhya Pradesh,Dewas,Food Poisoning,2022-05,2022,5,300.0,0.0,0.0,0.0,0.0,None,300.0,24,126,19,3
Madhya Pradesh,Dewas,Food Poisoning,2022-06,2022,6,0.0,300.0,0.0,0.0,0.0,None,300.0,24,126,19,3
Madhya Pradesh,Dewas,Food Poisoning,2022-07,2022,7,0.0,0.0,300.0,0.0,0.0,None,300.0,24,126,19,3
Madhya Pradesh,Dhar,Dengue,2023-08,2023,8,92.0,0.0,0.0,0.0,0.0,None,92.0,24,129,13,3
Madhya Pradesh,Dhar,Dengue,2023-09,2023,9,0.0,92.0,0.0,0.0,0.0,None,92.0,24,129,13,3
Madhya Pradesh,Dhar,Dengue,2023-10,2023,10,0.0,0.0,92.0,0.0,0.0,None,92.0,24,129,13,3
Madhya Pradesh,Dhar,Malaria,2022-06,2022,6,10.0,0.0,0.0,0.0,0.0,None,10.0,24,129,27,3
Madhya Pradesh,Dhar,Malaria,2022-07,2022,7,0.0,10.0,0.0,0.0,0.0,None,10.0,24,129,27,3
Madhya Pradesh,Dhar,Malaria,2022-08,2022,8,0.0,0.0,10.0,0.0,0.0,None,10.0,24,129,27,3
Madhya Pradesh,Dhar,Typhoid,2023-09,2023,9,6.0,0.0,0.0,0.0,0.0,None,6.0,24,129,39,3
Madhya Pradesh,Dhar,Typhoid,2023-10,2023,10,0.0,6.0,0.0,0.0,0.0,None,6.0,24,129,39,3
Madhya Pradesh,Guna,Chickenpox,2023-09,2023,9,6.0,0.0,0.0,0.0,0.0,None,6.0,24,178,8,3
Madhya Pradesh,Guna,Chickenpox,2023-10,2023,10,0.0,6.0,0.0,0.0,0.0,None,6.0,24,178,8,3
Madhya Pradesh,Gwalior,Acute Diarrheal Disease,2022-03,2022,3,48.0,0.0,0.0,0.0,0.0,None,48.0,24,181,0,3
Madhya Pradesh,Gwalior,Acute Diarrheal Disease,2022-04,2022,4,0.0,48.0,0.0,0.0,0.0,None,48.0,24,181,0,3
Madhya Pradesh,Gwalior,Acute Diarrheal Disease,2022-05,2022,5,0.0,0.0,48.0,0.0,0.0,None,48.0,24,181,0,3
Madhya Pradesh,Gwalior,Measles,2023-03,2023,3,10.0,0.0,0.0,0.0,0.0,None,10.0,24,181,28,3
Madhya Pradesh,Gwalior,Measles,2023-04,2023,4,0.0,10.0,0.0,0.0,0.0,None,10.0,24,181,28,3
Madhya Pradesh,Gwalior,Measles,2023-05,2023,5,0.0,0.0,10.0,0.0,6.0,Low,10.0,24,181,28,1
Madhya Pradesh,Gwalior,Measles,2023-06,2023,6,6.0,0.0,0.0,10.0,0.0,None,6.0,24,181,28,3
Madhya Pradesh,Gwalior,Measles,2023-07,2023,7,0.0,6.0,0.0,0.0,0.0,None,6.0,24,181,28,3
Madhya Pradesh,Gwalior,Measles,2023-08,2023,8,0.0,0.0,6.0,0.0,0.0,None,6.0,24,181,28,3
Madhya Pradesh,Harda,Dengue,2023-08,2023,8,30.0,0.0,0.0,0.0,0.0,None,30.0,24,183,13,3
Madhya Pradesh,Harda,Dengue,2023-09,2023,9,0.0,30.0,0.0,0.0,0.0,None,30.0,24,183,13,3
Madhya Pradesh,Harda,Dengue,2023-10,2023,10,0.0,0.0,30.0,0.0,0.0,None,30.0,24,183,13,3
Madhya Pradesh,Hoshangabad,Leptospirosis,2023-09,2023,9,8.0,0.0,0.0,0.0,0.0,None,8.0,24,192,25,3
Madhya Pradesh,Hoshangabad,Leptospirosis,2023-10,2023,10,0.0,8.0,0.0,0.0,0.0,None,8.0,24,192,25,3
Madhya Pradesh,Indore,Acute Diarrheal Disease,2022-08,2022,8,4.0,0.0,0.0,0.0,37.0,Medium,4.0,24,198,0,2
Madhya Pradesh,Indore,Acute Diarrheal Disease,2022-09,2022,9,37.0,4.0,0.0,0.0,0.0,None,41.0,24,198,0,3
Madhya Pradesh,Indore,Acute Diarrheal Disease,2022-10,2022,10,0.0,37.0,4.0,0.0,0.0,None,41.0,24,198,0,3
Madhya Pradesh,Indore,Acute Diarrheal Disease,2022-11,2022,11,0.0,0.0,37.0,4.0,0.0,None,37.0,24,198,0,3
Madhya Pradesh,Indore,Chikungunya,2023-08,2023,8,9.0,0.0,0.0,0.0,0.0,None,9.0,24,198,9,3
Madhya Pradesh,Indore,Chikungunya,2023-09,2023,9,0.0,9.0,0.0,0.0,0.0,None,9.0,24,198,9,3
Madhya Pradesh,Indore,Chikungunya,2023-10,2023,10,0.0,0.0,9.0,0.0,0.0,None,9.0,24,198,9,3
Madhya Pradesh,Indore,Dengue,2023-10,2023,10,96.0,0.0,0.0,0.0,0.0,None,96.0,24,198,13,3
Madhya Pradesh,Indore,Fever Of Unknown Origin,2023-10,2023,10,25.0,0.0,0.0,0.0,0.0,None,25.0,24,198,17,3
Madhya Pradesh,Indore,Food Poisoning,2023-04,2023,4,23.0,0.0,0.0,0.0,0.0,None,23.0,24,198,19,3
Madhya Pradesh,Indore,Food Poisoning,2023-05,2023,5,0.0,23.0,0.0,0.0,0.0,None,23.0,24,198,19,3
Madhya Pradesh,Indore,Food Poisoning,2023-06,2023,6,0.0,0.0,23.0,0.0,0.0,None,23.0,24,198,19,3
Madhya Pradesh,Jabalpur,Food Poisoning,2023-07,2023,7,46.0,0.0,0.0,0.0,0.0,None,46.0,24,199,19,3
Madhya Pradesh,Jabalpur,Food Poisoning,2023-08,2023,8,0.0,46.0,0.0,0.0,0.0,None,46.0,24,199,19,3
Madhya Pradesh,Jabalpur,Food Poisoning,2023-09,2023,9,0.0,0.0,46.0,0.0,0.0,None,46.0,24,199,19,3
Madhya Pradesh,Jabalpur,Leptospirosis,2022-05,2022,5,1.0,0.0,0.0,0.0,0.0,None,1.0,24,199,25,3
Madhya Pradesh,Jabalpur,Leptospirosis,2022-06,2022,6,0.0,1.0,0.0,0.0,0.0,None,1.0,24,199,25,3
Madhya Pradesh,Jabalpur,Leptospirosis,2022-07,2022,7,0.0,0.0,1.0,0.0,0.0,None,1.0,24,199,25,3
Madhya Pradesh,Jhabua,Dengue,2023-08,2023,8,11.0,0.0,0.0,0.0,0.0,None,11.0,24,221,13,3
Madhya Pradesh,Jhabua,Dengue,2023-09,2023,9,0.0,11.0,0.0,0.0,0.0,None,11.0,24,221,13,3
Madhya Pradesh,Jhabua,Dengue,2023-10,2023,10,0.0,0.0,11.0,0.0,0.0,None,11.0,24,221,13,3
Madhya Pradesh,Katni,Acute Diarrheal Disease,2023-10,2023,10,7.0,0.0,0.0,0.0,0.0,None,7.0,24,251,0,3
Madhya Pradesh,Katni,Fever With Rash,2023-06,2023,6,10.0,0.0,0.0,0.0,0.0,None,10.0,24,251,18,3
Madhya Pradesh,Katni,Fever With Rash,2023-07,2023,7,0.0,10.0,0.0,0.0,0.0,None,10.0,24,251,18,3
Madhya Pradesh,Katni,Fever With Rash,2023-08,2023,8,0.0,0.0,10.0,0.0,0.0,None,10.0,24,251,18,3
Madhya Pradesh,Katni,Measles,2023-04,2023,4,9.0,0.0,0.0,0.0,0.0,None,9.0,24,251,28,3
Madhya Pradesh,Katni,Measles,2023-05,2023,5,0.0,9.0,0.0,0.0,0.0,None,9.0,24,251,28,3
Madhya Pradesh,Katni,Measles,2023-06,2023,6,0.0,0.0,9.0,0.0,0.0,None,9.0,24,251,28,3
Madhya Pradesh,Katni,Scrub Typhus,2022-08,2022,8,8.0,0.0,0.0,0.0,0.0,None,8.0,24,251,37,3
Madhya Pradesh,Katni,Scrub Typhus,2022-09,2022,9,0.0,8.0,0.0,0.0,0.0,None,8.0,24,251,37,3
Madhya Pradesh,Katni,Scrub Typhus,2022-10,2022,10,0.0,0.0,8.0,0.0,0.0,None,8.0,24,251,37,3
Madhya Pradesh,Khargone,Acute Diarrheal Disease,2022-07,2022,7,19.0,0.0,0.0,0.0,0.0,None,19.0,24,257,0,3
Madhya Pradesh,Khargone,Acute Diarrheal Disease,2022-08,2022,8,0.0,19.0,0.0,0.0,0.0,None,19.0,24,257,0,3
Madhya Pradesh,Khargone,Acute Diarrheal Disease,2022-09,2022,9,0.0,0.0,19.0,0.0,0.0,None,19.0,24,257,0,3
Madhya Pradesh,Khargone,Acute Diarrheal Disease,2023-02,2023,2,46.0,0.0,0.0,0.0,0.0,None,46.0,24,257,0,3
Madhya Pradesh,Khargone,Acute Diarrheal Disease,2023-03,2023,3,0.0,46.0,0.0,0.0,0.0,None,46.0,24,257,0,3
Madhya Pradesh,Khargone,Acute Diarrheal Disease,2023-04,2023,4,0.0,0.0,46.0,0.0,0.0,None,46.0,24,257,0,3
Madhya Pradesh,Khargone,Acute Diarrheal Disease,2023-06,2023,6,58.0,0.0,0.0,0.0,0.0,None,58.0,24,257,0,3
Madhya Pradesh,Khargone,Acute Diarrheal Disease,2023-07,2023,7,0.0,58.0,0.0,0.0,0.0,None,58.0,24,257,0,3
Madhya Pradesh,Khargone,Acute Diarrheal Disease,2023-08,2023,8,0.0,0.0,58.0,0.0,0.0,None,58.0,24,257,0,3
Madhya Pradesh,Khargone,Food Poisoning,2022-09,2022,9,12.0,0.0,0.0,0.0,0.0,None,12.0,24,257,19,3
Madhya Pradesh,Khargone,Food Poisoning,2022-10,2022,10,0.0,12.0,0.0,0.0,0.0,None,12.0,24,257,19,3
Madhya Pradesh,Khargone,Food Poisoning,2022-11,2022,11,0.0,0.0,12.0,0.0,0.0,None,12.0,24,257,19,3
Madhya Pradesh,Khargone,Food Poisoning,2023-04,2023,4,53.0,0.0,0.0,0.0,0.0,None,53.0,24,257,19,3
Madhya Pradesh,Khargone,Food Poisoning,2023-05,2023,5,0.0,53.0,0.0,0.0,0.0,None,53.0,24,257,19,3
Madhya Pradesh,Khargone,Food Poisoning,2023-06,2023,6,0.0,0.0,53.0,0.0,0.0,None,53.0,24,257,19,3
Madhya Pradesh,Mandla,Acute Diarrheal Disease,2022-08,2022,8,6.0,0.0,0.0,0.0,5.0,Low,6.0,24,301,0,1
Madhya Pradesh,Mandla,Acute Diarrheal Disease,2022-09,2022,9,5.0,6.0,0.0,0.0,0.0,None,11.0,24,301,0,3
Madhya Pradesh,Mandla,Acute Diarrheal Disease,2022-10,2022,10,0.0,5.0,6.0,0.0,0.0,None,11.0,24,301,0,3
Madhya Pradesh,Mandla,Acute Diarrheal Disease,2022-11,2022,11,0.0,0.0,5.0,6.0,0.0,None,5.0,24,301,0,3
Madhya Pradesh,Mandla,Dengue,2023-10,2023,10,8.0,0.0,0.0,0.0,0.0,None,8.0,24,301,13,3
Madhya Pradesh,Mandla,Encephalitis Sydrome / Je,2022-10,2022,10,5.0,0.0,0.0,0.0,0.0,None,5.0,24,301,15,3
Madhya Pradesh,Mandla,Encephalitis Sydrome / Je,2022-11,2022,11,0.0,5.0,0.0,0.0,0.0,None,5.0,24,301,15,3
Madhya Pradesh,Mandla,Encephalitis Sydrome / Je,2022-12,2022,12,0.0,0.0,5.0,0.0,0.0,None,5.0,24,301,15,3
Madhya Pradesh,Mandla,Fever With Rash,2022-09,2022,9,5.0,0.0,0.0,0.0,0.0,None,5.0,24,301,18,3
Madhya Pradesh,Mandla,Fever With Rash,2022-10,2022,10,0.0,5.0,0.0,0.0,0.0,None,5.0,24,301,18,3
Madhya Pradesh,Mandla,Fever With Rash,2022-11,2022,11,0.0,0.0,5.0,0.0,0.0,None,5.0,24,301,18,3
Madhya Pradesh,Mandla,Scrub Typhus,2022-09,2022,9,6.0,0.0,0.0,0.0,0.0,None,6.0,24,301,37,3
Madhya Pradesh,Mandla,Scrub Typhus,2022-10,2022,10,0.0,6.0,0.0,0.0,0.0,None,6.0,24,301,37,3
Madhya Pradesh,Mandla,Scrub Typhus,2022-11,2022,11,0.0,0.0,6.0,0.0,0.0,None,6.0,24,301,37,3
Madhya Pradesh,Mandsaur,Acute Diarrheal Disease,2022-05,2022,5,254.0,0.0,0.0,0.0,0.0,None,254.0,24,302,0,3
Madhya Pradesh,Mandsaur,Acute Diarrheal Disease,2022-06,2022,6,0.0,254.0,0.0,0.0,0.0,None,254.0,24,302,0,3
Madhya Pradesh,Mandsaur,Acute Diarrheal Disease,2022-07,2022,7,0.0,0.0,254.0,0.0,0.0,None,254.0,24,302,0,3
Madhya Pradesh,Mandsaur,Food Poisoning,2023-04,2023,4,125.0,0.0,0.0,0.0,0.0,None,125.0,24,302,19,3
Madhya Pradesh,Mandsaur,Food Poisoning,2023-05,2023,5,0.0,125.0,0.0,0.0,0.0,None,125.0,24,302,19,3
Madhya Pradesh,Mandsaur,Food Poisoning,2023-06,2023,6,0.0,0.0,125.0,0.0,0.0,None,125.0,24,302,19,3
Madhya Pradesh,Mandsaur,Scrub Typhus,2023-09,2023,9,45.0,0.0,0.0,0.0,0.0,None,45.0,24,302,37,3
Madhya Pradesh,Mandsaur,Scrub Typhus,2023-10,2023,10,0.0,45.0,0.0,0.0,0.0,None,45.0,24,302,37,3
Madhya Pradesh,Morena,Acute Diarrheal Disease,2022-05,2022,5,19.0,0.0,0.0,0.0,12.0,Low,19.0,24,311,0,1
Madhya Pradesh,Morena,Acute Diarrheal Disease,2022-06,2022,6,12.0,19.0,0.0,0.0,0.0,None,31.0,24,311,0,3
Madhya Pradesh,Morena,Acute Diarrheal Disease,2022-07,2022,7,0.0,12.0,19.0,0.0,0.0,None,31.0,24,311,0,3
Madhya Pradesh,Morena,Acute Diarrheal Disease,2022-08,2022,8,0.0,0.0,12.0,19.0,0.0,None,12.0,24,311,0,3
Madhya Pradesh,Morena,Dengue,2023-08,2023,8,44.0,0.0,0.0,0.0,0.0,None,44.0,24,311,13,3
Madhya Pradesh,Morena,Dengue,2023-09,2023,9,0.0,44.0,0.0,0.0,89.0,Medium,44.0,24,311,13,2
Madhya Pradesh,Morena,Dengue,2023-10,2023,10,89.0,0.0,44.0,0.0,0.0,None,133.0,24,311,13,3
Madhya Pradesh,Morena,Fever With Rash,2023-06,2023,6,6.0,0.0,0.0,0.0,0.0,None,6.0,24,311,18,3
Madhya Pradesh,Morena,Fever With Rash,2023-07,2023,7,0.0,6.0,0.0,0.0,0.0,None,6.0,24,311,18,3
Madhya Pradesh,Morena,Fever With Rash,2023-08,2023,8,0.0,0.0,6.0,0.0,0.0,None,6.0,24,311,18,3
Madhya Pradesh,Narsinghpur,Acute Diarrheal Disease,2022-05,2022,5,136.0,0.0,0.0,0.0,20.0,Low,136.0,24,333,0,1
Madhya Pradesh,Narsinghpur,Acute Diarrheal Disease,2022-06,2022,6,20.0,136.0,0.0,0.0,0.0,None,156.0,24,333,0,3
Madhya Pradesh,Narsinghpur,Acute Diarrheal Disease,2022-07,2022,7,0.0,20.0,136.0,0.0,0.0,None,156.0,24,333,0,3
Madhya Pradesh,Narsinghpur,Acute Diarrheal Disease,2022-08,2022,8,0.0,0.0,20.0,136.0,0.0,None,20.0,24,333,0,3
Madhya Pradesh,Narsinghpur,Malaria,2023-06,2023,6,6.0,0.0,0.0,0.0,0.0,None,6.0,24,333,27,3
Madhya Pradesh,Narsinghpur,Malaria,2023-07,2023,7,0.0,6.0,0.0,0.0,0.0,None,6.0,24,333,27,3
Madhya Pradesh,Narsinghpur,Malaria,2023-08,2023,8,0.0,0.0,6.0,0.0,0.0,None,6.0,24,333,27,3
Madhya Pradesh,Neemuch,Chickenpox,2022-05,2022,5,4.0,0.0,0.0,0.0,0.0,None,4.0,24,338,8,3
Madhya Pradesh,Neemuch,Chickenpox,2022-06,2022,6,0.0,4.0,0.0,0.0,0.0,None,4.0,24,338,8,3
Madhya Pradesh,Neemuch,Chickenpox,2022-07,2022,7,0.0,0.0,4.0,0.0,0.0,None,4.0,24,338,8,3
Madhya Pradesh,Neemuch,Chickenpox,2022-12,2022,12,11.0,0.0,0.0,0.0,0.0,None,11.0,24,338,8,3
Madhya Pradesh,Neemuch,Chickenpox,2023-01,2023,1,0.0,11.0,0.0,0.0,0.0,None,11.0,24,338,8,3
Madhya Pradesh,Neemuch,Chickenpox,2023-02,2023,2,0.0,0.0,11.0,0.0,0.0,None,11.0,24,338,8,3
Madhya Pradesh,Neemuch,Dengue,2023-10,2023,10,29.0,0.0,0.0,0.0,0.0,None,29.0,24,338,13,3
Madhya Pradesh,Neemuch,Measles,2023-04,2023,4,6.0,0.0,0.0,0.0,0.0,None,6.0,24,338,28,3
Madhya Pradesh,Neemuch,Measles,2023-05,2023,5,0.0,6.0,0.0,0.0,0.0,None,6.0,24,338,28,3
Madhya Pradesh,Neemuch,Measles,2023-06,2023,6,0.0,0.0,6.0,0.0,0.0,None,6.0,24,338,28,3
Madhya Pradesh,Raisen,Acute Diarrheal Disease,2023-08,2023,8,23.0,0.0,0.0,0.0,0.0,None,23.0,24,385,0,3
Madhya Pradesh,Raisen,Acute Diarrheal Disease,2023-09,2023,9,0.0,23.0,0.0,0.0,0.0,None,23.0,24,385,0,3
Madhya Pradesh,Raisen,Acute Diarrheal Disease,2023-10,2023,10,0.0,0.0,23.0,0.0,0.0,None,23.0,24,385,0,3
Madhya Pradesh,Raisen,Chickenpox,2023-02,2023,2,14.0,0.0,0.0,0.0,0.0,None,14.0,24,385,8,3
Madhya Pradesh,Raisen,Chickenpox,2023-03,2023,3,0.0,14.0,0.0,0.0,0.0,None,14.0,24,385,8,3
Madhya Pradesh,Raisen,Chickenpox,2023-04,2023,4,0.0,0.0,14.0,0.0,0.0,None,14.0,24,385,8,3
Madhya Pradesh,Rajgarh,Dengue,2023-09,2023,9,20.0,0.0,0.0,0.0,20.0,Low,20.0,24,387,13,1
Madhya Pradesh,Rajgarh,Dengue,2023-10,2023,10,20.0,20.0,0.0,0.0,9.0,Low,40.0,24,387,13,1
Madhya Pradesh,Rajgarh,Influenza,2022-08,2022,8,1.0,0.0,0.0,0.0,0.0,None,1.0,24,387,22,3
Madhya Pradesh,Rajgarh,Influenza,2022-09,2022,9,0.0,1.0,0.0,0.0,0.0,None,1.0,24,387,22,3
Madhya Pradesh,Rajgarh,Influenza,2022-10,2022,10,0.0,0.0,1.0,0.0,0.0,None,1.0,24,387,22,3
