Date,State,District,Disease,Cases,Deaths
2023-05-17,West Bengal,Purulia,Acute Diarrheal Disease,30,0
2023-05-18,Kerala,Pathanamthitta,Dengue,10,0
2023-05-19,Kerala,Wayanad,Food Poisoning,46,0
2023-05-20,Odisha,Jajpur,Food Poisoning,16,0
2023-05-21,Gujarat,Junagadh,Food Poisoning,109,0
2023-05-21,Kerala,Ernakulam,Food Poisoning,70,0
2023-05-22,Karnataka,Dakshina Kannada,Acute Diarrheal Disease,16,0
2023-05-22,Kerala,Idukki,Dengue,16,0
2023-05-22,Kerala,Wayanad,Acute Diarrheal Disease,45,0
2023-05-23,Chhattisgarh,Raipur,Acute Diarrheal Disease,9,0
2023-05-23,Chhattisgarh,Surguja,Fever of Unknown Origin,6,0
2023-05-23,Jharkhand,East Singhbum,Chickenpox,11,0
2023-05-23,Jharkhand,West Singhbhum,Chickenpox,7,0
2023-05-23,Karnataka,Haveri,Acute Diarrheal Disease,52,0
2023-05-23,Kerala,Pathanamthitta,Dengue,19,0
2023-05-23,Maharashtra,Gadchiroli,Malaria,21,1
2023-05-24,Kerala,Kottayam,Dengue,5,0
2023-05-24,Kerala,Kozhikode,Monkey Pox,1,0
2023-05-24,Punjab,Bathinda,Measles,5,0
2023-05-25,Bihar,Gaya,Acute Diarrheal Disease,12,0
2023-05-25,Karnataka,Raichur,Acute Diarrheal Disease,50,1
2023-05-25,Karnataka,Raichur,Cholera,61,0
2023-05-25,Kerala,Idukki,Dengue,15,0
2023-05-25,Madhya Pradesh,Ashoknagar,Fever With Rash,6,0
2023-05-25,Maharashtra,Gadchiroli,Malaria,6,1
2023-05-25,Mizoram,Aizawl,Fever of Unknown Origin,30,0
2023-05-26,Kerala,Kannur,Food Poisoning,43,0
2023-05-26,Kerala,Kollam,Food Poisoning,15,0
2023-05-27,Assam,Cachar,Rabies,1,1
2023-05-27,Karnataka,Raichur,Acute Diarrheal Disease,17,0
2023-05-27,Kerala,Alappuzha,West Nile Fever,1,0
2023-05-28,Chhattisgarh,Balod,Acute Diarrheal Disease,38,0
2023-05-28,Odisha,Koraput,Anthrax,7,0
2023-05-29,Bihar,Supaul,Acute Diarrheal Disease,50,0
2023-05-29,Kerala,Alappuzha,Dengue,22,0
2023-05-29,Kerala,Palakkad,Food Poisoning,14,0
2023-05-29,Kerala,Wayanad,Food Poisoning,114,0
2023-05-29,Maharashtra,Gadchiroli,Malaria,19,1
2023-05-30,Assam,Marigaon,Scrub Typhus,2,0
2023-05-30,Kerala,Kollam,Food Poisoning,24,0
2023-05-30,Kerala,Thrissur,Food Poisoning,35,0
2023-05-30,Maharashtra,Satara,Food Poisoning,101,0
2023-05-31,Tripura,Unakoti,Acute Diarrheal Disease,23,0
2023-06-01,Kerala,Kasaragod,Food Poisoning,47,0
2023-06-01,Punjab,Bathinda,Measles,3,0
2023-06-02,Jharkhand,East Singhbum,Fever With Rash,14,0
2023-06-02,Karnataka,Dakshina Kannada,Acute Diarrheal Disease,27,0
2023-06-02,Karnataka,Davanagere,Food Poisoning,15,0
2023-06-02,Karnataka,Raichur,Cholera,101,0
2023-06-03,Karnataka,Koppal,Cholera,32,0
2023-06-03,Kerala,Kollam,Food Poisoning,13,0
2023-06-03,Maharashtra,Yavatmal,Acute Diarrheal Disease,107,0
2023-06-03,West Bengal,Pachim Medinipur,Food Poisoning,78,0
2023-06-04,Chhattisgarh,Narayanpur,Acute Diarrheal Disease,5,0
2023-06-04,Kerala,Malappuram,Food Poisoning,175,0
2023-06-04,Kerala,Palakkad,Acute Diarrheal Disease,16,0
2023-06-04,Odisha,Koraput,Food Poisoning,149,0
2023-06-04,Uttar Pradesh,Unnao,Food Poisoning,20,0
2023-06-05,Karnataka,Bagalakote,Cholera,13,0
2023-06-05,Karnataka,Koppal,Cholera,34,0
2023-06-05,Kerala,Kannur,Acute Diarrheal Disease,30,0
2023-06-05,Madhya Pradesh,Gwalior,Measles,6,1
2023-06-06,Gujarat,Valsad,Food Poisoning,9,0
2023-06-06,Karnataka,Hassan,Acute Diarrheal Disease,12,0
2023-06-06,Karnataka,Koppal,Acute Diarrheal Disease,48,0
2023-06-06,Karnataka,Koppal,Cholera,124,1
2023-06-06,Karnataka,Koppal,Cholera,27,0
2023-06-06,Karnataka,Raichur,Acute Diarrheal Disease,21,0
2023-06-07,Karnataka,Bbmp,Acute Diarrheal Disease,99,0
2023-06-07,Karnataka,Hassan,Acute Diarrheal Disease,35,0
2023-06-07,Karnataka,Koppal,Acute Diarrheal Disease,21,0
2023-06-07,Uttarakhand,Pauri Garhwal,Fever of Unknown Origin,25,0
2023-06-08,Karnataka,Koppal,Acute Diarrheal Disease,63,0
2023-06-08,Kerala,Palakkad,Acute Diarrheal Disease,9,0
2023-06-09,West Bengal,Nadia,Acute Diarrheal Disease,49,0
2023-06-12,Karnataka,Dharwad,Food Poisoning,32,0
2023-06-12,Karnataka,Shivamogga,Cholera,102,0
2023-06-12,Madhya Pradesh,Katni,Fever With Rash,10,0
2023-06-13,Karnataka,Chikkamagaluru,Dengue,14,0
2023-06-15,Chhattisgarh,Bastar,Dengue,9,0
2023-06-16,Bihar,Purbi Champaran,Measles,11,0
2023-06-16,Jharkhand,Jamtara,Chickenpox,14,0
2023-06-16,Jharkhand,Ramgarh,Measles,5,0
2023-06-16,Kerala,Thiruvananthapu Ram,Zika Virus,1,0
2023-06-16,Punjab,S.A.S Nagar,Acute Diarrheal Disease,91,0
2023-06-17,Karnataka,Mandya,Acute Diarrheal Disease,52,0
2023-06-18,Madhya Pradesh,Satna,Chickenpox,7,0
2023-06-19,Arunachal Pradesh,Lower Subansiri,Chickenpox,17,0
2023-06-19,Assam,Charaideo,Food Poisoning,7,0
2023-06-19,Assam,Dhemaji,Food Poisoning,4,0
2023-06-19,Bihar,Jamui,Acute Diarrheal Disease,15,0
2023-06-19,Bihar,Pashchim Champaran,Fever With Rash,2,0
2023-06-19,Bihar,Siwan,Chickenpox,8,0
2023-06-19,Chhattisgarh,Balod,Fever of Unknown Origin,249,0
2023-06-19,Chhattisgarh,Balod,Acute Diarrheal Disease,16,0
2023-06-19,Karnataka,Ballari,Typhoid,47,0
2023-06-19,Karnataka,Ballari,Typhoid,41,0
2023-06-19,Karnataka,Belagavi,Acute Diarrheal Disease,24,0
2023-06-19,Karnataka,Bidar,Acute Diarrheal Disease,17,0
2023-06-19,Karnataka,Kalaburagi,Food Poisoning,30,0
2023-06-19,Karnataka,Udupi,Acute Diarrheal Disease,15,0
2023-06-19,Odisha,Jagatsinghpur,Malaria,7,0
2023-06-20,Bihar,Supaul,Chickenpox,7,0
2023-06-20,Jharkhand,Deoghar,Malaria,12,0
2023-06-20,Kerala,Kannur,Food Poisoning,14,0
2023-06-20,Maharashtra,Osmanabad,Chikungunya,6,0
2023-06-20,Nagaland,Dimapur,Dengue,68,0
2023-06-21,Assam,Dhemaji,Food Poisoning,16,0
2023-06-21,Assam,Dibrugarh,Chickenpox,22,0
2023-06-21,Assam,Dibrugarh,Food Poisoning,8,0
2023-06-21,Gujarat,Ahmedabad,Acute Diarrheal Disease,119,0
2023-06-21,Jammu And Kashmir,Shopian,Mumps,10,0
2023-06-21,Jharkhand,Deoghar,Malaria,14,0
2023-06-21,Karnataka,Koppal,Cholera,27,0
2023-06-21,Madhya Pradesh,Khargone,Acute Diarrheal Disease,58,0
2023-06-21,Maharashtra,Pune,Dengue,9,0
2023-06-21,Punjab,Ludhiana,Food Poisoning,11,0
2023-06-21,Uttar Pradesh,Bhadohi,Acute Diarrheal Disease,11,0
2023-06-22,Bihar,Buxar,Fever With Rash,8,0
2023-06-22,Jammu And Kashmir,Shopian,Mumps,14,0
2023-06-22,Jharkhand,Dhanbad,Chickenpox,5,0
2023-06-22,Jharkhand,Dumka,Chickenpox,21,0
2023-06-22,Karnataka,Shivamogga,Rabies,1,1
2023-06-22,Maharashtra,Kolhapur,Dengue,79,0
2023-06-22,Maharashtra,Kolhapur,Dengue,34,0
2023-06-22,Meghalaya,South West Khasi Hills,Food Poisoning,14,0
2023-06-22,Tamil Nadu,Sivaganga,Hepatitis/Jaundice,12,0
2023-06-22,Uttar Pradesh,Barabanki,Acute Diarrheal Disease,35,0
2023-06-23,Assam,Dibrugarh,Food Poisoning,7,0
2023-06-23,Gujarat,Gandhinagar,Cholera,160,0
2023-06-23,Jharkhand,West Singhbhum,Chickenpox,7,0
2023-06-23,Madhya Pradesh,Morena,Fever With Rash,6,0
2023-06-23,Maharashtra,Gadchiroli,Malaria,37,1
2023-06-23,Maharashtra,Hingoli,Acute Diarrheal Disease,64,0
2023-06-23,Meghalaya,East Khasi Hills,Food Poisoning,9,0
2023-06-23,Tamil Nadu,Coimbatore,Acute Diarrheal Disease,19,0
2023-06-24,Madhya Pradesh,Narsinghpur,Malaria,6,0
2023-06-25,Rajasthan,Udaipur,Acute Diarrheal Disease,95,0
2023-06-30,Kerala,Kozhikode,Nipah,6,2
2023-07-01,Uttarakhand,Dehradun,Dengue,1084,13
2023-07-13,Madhya Pradesh,Chhindwara,Acute Diarrheal Disease,44,0
2023-07-15,Chandigarh,Chandigarh,Cholera,16,0
2023-07-18,Bihar,Katihar,Measles,14,0
2023-07-18,Kerala,Kannur,Melioidosis,2,0
2023-07-19,Jammu And Kashmir,Kupwara,Chickenpox,7,0
2023-07-19,Jammu And Kashmir,Kupwara,Chickenpox,17,0
2023-07-22,Rajasthan,Kota,Dengue,362,1
2023-07-24,Kerala,Palakkad,Chickenpox,11,0
2023-07-24,Uttar Pradesh,Sonbhadra,Acute Diarrheal Disease,40,3
2023-07-25,Madhya Pradesh,Jabalpur,Food Poisoning,46,0
2023-07-27,Uttar Pradesh,Sonbhadra,Dengue,15,0
2023-07-30,Kerala,Thrissur,Hepatitis/Jaundice,13,0
2023-07-31,Kerala,Palakkad,Hepatitis/Jaundice,17,0
2023-07-31,Madhya Pradesh,Agar Malwa,Acute Diarrheal Disease,69,0
2023-08-01,Odisha,Rayagada,Acute Diarrheal Disease,34,0
2023-08-02,Kerala,Malappuram,Hepatitis/Jaundice,10,0
2023-08-03,Kerala,Thiruvanantha Puram,Hepatitis/Jaundice,7,0
2023-08-04,Andhra Pradesh,Eluru,Acute Diarrheal Disease,93,0
2023-08-05,Rajasthan,Dholpur,Acute Diarrheal Disease,56,0
2023-08-05,Uttar Pradesh,Ballia,Scrub Typhus,14,0
2023-08-06,Kerala,Palakkad,Hepatitis/Jaundice,7,0
2023-08-06,Madhya Pradesh,Barwani,Measles,6,0
2023-08-08,Madhya Pradesh,Indore,Chikungunya,9,0
2023-08-08,Uttar Pradesh,Kanpur Dehat,Malaria,60,0
2023-08-10,Haryana,Karnal,Scrub Typhus,28,0
2023-08-10,Kerala,Ernakulam,Dengue,19,0
2023-08-10,Madhya Pradesh,Damoh,Acute Diarrheal Disease,50,1
2023-08-10,Maharashtra,Mumbai Suburban,Zika Virus,1,0
2023-08-10,Mizoram,Mamit,Food Poisoning,63,0
2023-08-10,Rajasthan,Tonk,Scrub Typhus,98,0
2023-08-10,Uttar Pradesh,Farrukhabad,Dengue,67,0
2023-08-10,Uttar Pradesh,Mirzapur,Acute Diarrheal Disease,20,0
2023-08-11,Odisha,Sundargarh,Malaria,22,0
2023-08-12,Assam,Cachar,Encephalitis Sydrome / JE,1,1
2023-08-12,Assam,Darrang,Acute Diarrheal Disease,41,0
2023-08-12,Jammu And Kashmir,Kathua,Dengue,81,0
2023-08-12,Maharashtra,Jalna,Dengue,5,1
2023-08-12,Manipur,Tamenglong,Acute Diarrheal Disease,24,0
2023-08-13,Assam,South Salmar Mancachar,Food Poisoning,5,0
2023-08-13,Chhattisgarh,Bilaspur,Acute Diarrheal Disease,15,0
2023-08-13,Kerala,Malappuram,Dengue,24,0
2023-08-13,Mizoram,Hnahthial,Food Poisoning,23,0
2023-08-13,Odisha,Sambalpur,Acute Diarrheal Disease,32,0
2023-08-14,Assam,Goalpara,Food Poisoning,3,1
2023-08-14,Bihar,Jamui,Fever With Rash,7,0
2023-08-14,D&N Haveli,Dadra And Nagar Haveli,Acute Diarrheal Disease,13,0
2023-08-14,Jammu And Kashmir,Baramulla,Mumps,11,0
2023-08-14,Kerala,Palakkad,Hepatitis/Jaundice,8,0
2023-08-14,Madhya Pradesh,Satna,Malaria,6,0
2023-08-14,Nagaland,Peren,Acute Diarrheal Disease,12,0
2023-08-14,Uttar Pradesh,Chandauli,Acute Diarrheal Disease,18,0
2023-08-14,Uttar Pradesh,Fatehpur,Dengue,8,0
2023-08-15,Gujarat,Surendranagar,Acute Diarrheal Disease,119,0
2023-08-15,Karnataka,Vijayapura,Acute Diarrheal Disease,41,0
2023-08-15,Maharashtra,Thane,Leptospirosis,1,1
2023-08-15,Tamil Nadu,Ariyalur,Mumps,10,0
2023-08-15,Tamil Nadu,Thanjavur,Diphtheria,4,0
2023-08-15,Uttar Pradesh,Siddharth Nagar,Acute Diarrheal Disease,15,0
2023-08-16,Jammu And Kashmir,Anantnag,Mumps,49,0
2023-08-16,Jammu And Kashmir,Kathua,Dengue,17,0
2023-08-16,Jammu And Kashmir,Kupwara,Chickenpox,20,0
2023-08-16,Jammu And Kashmir,Pulwama,Hepatitis/Jaundice,12,0
2023-08-16,Jharkhand,Deoghar,Dengue,15,0
2023-08-16,Jharkhand,Lohardaga,Acute Diarrheal Disease,11,0
2023-08-16,Karnataka,Chikkaballapura,Food Poisoning,29,0
2023-08-16,Madhya Pradesh,Morena,Dengue,44,0
2023-08-16,Odisha,Balasore,Food Poisoning,11,0
2023-08-16,Uttar Pradesh,Kaushambi,Food Poisoning,13,0
2023-08-16,Uttar Pradesh,Mirzapur,Acute Diarrheal Disease,27,0
2023-08-16,West Bengal,Purulia,Acute Diarrheal Disease,12,0
2023-08-17,Assam,Dhemaji,Acute Diarrheal Disease,7,0
2023-08-17,Assam,Karbi Anglong,Acute Diarrheal Disease,14,0
2023-08-17,Chhattisgarh,Bijapur,Chickenpox,10,0
2023-08-17,Delhi,South Delhi,Dengue,40,0
2023-08-17,Karnataka,Mysuru,Mumps,6,0
2023-08-17,Madhya Pradesh,Ratlam,Dengue,48,0
2023-08-17,Maharashtra,Beed,Dengue,17,1
2023-08-17,Maharashtra,Beed,Dengue,7,1
2023-08-17,Maharashtra,Gadchiroli,Dengue,34,0
2023-08-17,Maharashtra,Gadchiroli,Dengue,11,0
2023-08-17,Tamil Nadu,Tiruchirappalli,Acute Diarrheal Disease,41,0
2023-08-17,Uttar Pradesh,Mirzapur,Acute Diarrheal Disease,12,1
2023-08-18,Andaman & Nicobar Islands,South Andaman’S,Acute Diarrheal Disease,18,0
2023-08-18,Chhattisgarh,Raigarh,Dengue,14,0
2023-08-18,Jammu And Kashmir,Shopian,Hepatitis/Jaundice,9,0
2023-08-18,Jammu And Kashmir,Srinagar,Mumps,16,0
2023-08-18,Jharkhand,Chatra,Acute Diarrheal Disease,12,0
2023-08-18,Madhya Pradesh,Bhopal,Measles,27,0
2023-08-18,Madhya Pradesh,Dhar,Dengue,92,0
2023-08-18,Madhya Pradesh,Harda,Dengue,30,0
2023-08-18,Maharashtra,Gadchiroli,Malaria,2,1
2023-08-18,Tamil Nadu,Erode,Rabies,13,0
2023-08-18,Uttar Pradesh,Mirzapur,Acute Diarrheal Disease,15,0
2023-08-19,Bihar,Patna,Acute Diarrheal Disease,11,0
2023-08-19,Gujarat,Dohad,Food Poisoning,23,0
2023-08-19,Gujarat,Patan,Hepatitis/Jaundice,18,0
2023-08-19,Jammu And Kashmir,Anantnag,Mumps,65,0
2023-08-19,Jammu And Kashmir,Shopian,Measles,6,0
2023-08-19,Jharkhand,West Singhbhum,Acute Diarrheal Disease,5,0
2023-08-19,Kerala,Thrissur,Typhoid,37,0
2023-08-19,Rajasthan,Ganganagar,Dengue,219,0
2023-08-19,Tamil Nadu,Villupuram,Acute Diarrheal Disease,52,0
2023-08-19,Uttar Pradesh,Budaun,Dengue,76,0
2023-08-19,Uttarakhand,Nainital,Acute Diarrheal Disease,35,0
2023-08-20,Jharkhand,Sahebganj,Acute Diarrheal Disease,24,0
2023-08-20,Rajasthan,Udaipur,Acute Diarrheal Disease,20,0
2023-08-20,Uttar Pradesh,Jaunpur,Measles,12,0
2023-08-20,Uttar Pradesh,Jaunpur,Scrub Typhus,9,0
2023-08-20,Uttarakhand,Nainital,Hepatitis/Jaundice,12,0
2023-08-21,Arunachal Pradesh,Papumpare,Scrub Typhus,7,0
2023-08-21,Bihar,Aurangabad,Acute Diarrheal Disease,19,0
2023-08-21,Chhattisgarh,Balod,Acute Diarrheal Disease,22,0
2023-08-21,Karnataka,Ballari,Leptospirosis,11,0
2023-08-21,Madhya Pradesh,Jhabua,Dengue,11,0
2023-08-21,Madhya Pradesh,Seoni,Acute Diarrheal Disease,96,0
2023-08-21,Maharashtra,Bhandara,Malaria,4,2
2023-08-21,Maharashtra,Parbhani,Acute Diarrheal Disease,47,0
2023-08-21,Uttar Pradesh,Fatehpur,Dengue,10,0
2023-08-21,Uttar Pradesh,Lalitpur,Acute Diarrheal Disease,8,1
2023-08-22,Arunachal Pradesh,Tawang,Scrub Typhus,5,2
2023-08-22,Assam,Kamrup,Acute Diarrheal Disease,24,0
2023-08-22,Bihar,Jehanabad,Acute Diarrheal Disease,15,0
2023-08-22,Jammu And Kashmir,Srinagar,Mumps,13,0
2023-08-22,Karnataka,Yadgir,Cholera,19,0
2023-08-22,Madhya Pradesh,Barwani,Dengue,8,0
2023-08-22,Madhya Pradesh,Seoni,Acute Diarrheal Disease,82,1
2023-08-22,Odisha,Balangir,Acute Diarrheal Disease,47,0
2023-08-22,Odisha,Nuapada,Acute Diarrheal Disease,23,0
2023-08-22,Odisha,Sambalpur,Acute Diarrheal Disease,32,0
2023-08-23,D&N Haveli,Dadra And Nagar Haveli,Fever of Unknown Origin,101,0
2023-08-23,Maharashtra,Kolhapur,Dengue,43,0
2023-08-23,Tamil Nadu,Tiruchirappalli,Hepatitis/Jaundice,128,0
2023-08-23,Uttar Pradesh,Bhadohi,Acute Diarrheal Disease,20,0
2023-08-24,Jammu And Kashmir,Shopian,Mumps,6,0
2023-08-24,Karnataka,Bengaluru Urban,Chikungunya,8,0
2023-08-24,Maharashtra,Aurangabad,Dengue,19,0
2023-08-24,Maharashtra,Bhandara,Acute Diarrheal Disease,49,0
2023-08-24,Odisha,Balangir,Acute Diarrheal Disease,13,0
2023-08-24,Tamil Nadu,Ariyalur,Acute Diarrheal Disease,52,0
2023-08-24,Tamil Nadu,Thanjavur,Hepatitis/Jaundice,12,0
2023-08-24,Uttar Pradesh,Ballia,Scrub Typhus,27,0
2023-08-24,Uttar Pradesh,Hardoi,Malaria,35,0
2023-08-25,Andhra Pradesh,Nandyal,Acute Diarrheal Disease,27,0
2023-08-25,Chhattisgarh,Surajpur,Acute Diarrheal Disease,20,0
2023-08-25,Jammu And Kashmir,Pulwama,Mumps,18,0
2023-08-25,Jharkhand,Deoghar,Malaria,10,0
2023-08-25,Karnataka,Yadgir,Acute Diarrheal Disease,12,0
2023-08-25,Kerala,Ernakulam,Acute Diarrheal Disease,42,0
2023-08-25,Kerala,Palakkad,Mumps,15,0
2023-08-25,Odisha,Deogarh,Fever of Unknown Origin,113,0
2023-08-25,Rajasthan,Baran,Hepatitis/Jaundice,36,0
2023-08-25,Tamil Nadu,Sivaganga,Dengue,49,0
2023-08-25,Uttar Pradesh,Chandauli,Acute Diarrheal Disease,20,0
2023-08-26,Assam,Jorhat,Food Poisoning,148,0
2023-08-26,Bihar,Madhubani,Acute Diarrheal Disease,11,1
2023-08-26,Madhya Pradesh,Rewa,Acute Diarrheal Disease,52,2
2023-08-26,Maharashtra,Washim,Fever of Unknown Origin,5,0
2023-08-26,Maharashtra,Washim,Fever of Unknown Origin,6,0
2023-08-27,Madhya Pradesh,Ashoknagar,Fever With Rash,7,0
2023-08-27,Madhya Pradesh,Dewas,Dengue,17,0
2023-08-28,Chhattisgarh,Durg,Acute Diarrheal Disease,31,0
2023-08-28,Chhattisgarh,Kondagaon,Acute Diarrheal Disease,4,3
2023-08-28,D&N Haveli,Dadra And Nagar Haveli,Fever of Unknown Origin,32,0
2023-08-28,Jammu And Kashmir,Pulwama,Mumps,22,0
2023-08-28,Jammu And Kashmir,Pulwama,Mumps,31,0
2023-08-28,Karnataka,Yadgir,Acute Diarrheal Disease,11,0
2023-08-28,Madhya Pradesh,Agar Malwa,Acute Diarrheal Disease,9,0
2023-08-28,Madhya Pradesh,Ashoknagar,Measles,5,0
2023-08-28,Madhya Pradesh,Dewas,Diphtheria,1,1
2023-08-28,Madhya Pradesh,Raisen,Acute Diarrheal Disease,23,0
2023-08-28,Maharashtra,Gadchiroli,Scrub Typhus,2,0
2023-08-28,Maharashtra,Kolhapur,Fever of Unknown Origin,19,0
2023-08-28,Maharashtra,Kolhapur,Dengue,56,0
2023-08-28,Maharashtra,Raigad,Dengue,10,1
2023-08-28,Maharashtra,Sangli,Acute Diarrheal Disease,173,0
2023-08-28,Maharashtra,Sindhudurg,Malaria,15,0
2023-08-28,Maharashtra,Solapur,Acute Diarrheal Disease,16,0
2023-08-28,Maharashtra,Wardha,Fever of Unknown Origin,16,0
2023-08-28,Mizoram,Aizawl,Scrub Typhus,42,0
2023-08-28,Odisha,Kandhamal,Mumps,36,0
2023-08-28,Odisha,Sambalpur,Acute Diarrheal Disease,9,0
2023-08-28,Tamil Nadu,Tiruchirappalli,Cholera,5,0
2023-08-28,Uttar Pradesh,Fatehpur,Dengue,12,0
2023-08-29,Assam,Dhemaji,Food Poisoning,77,0
2023-08-29,Bihar,Pashchim Champaran,Measles,7,0
2023-08-29,Gujarat,Amreli,Crimean-Congo Hemorrhagic Fever,1,0
2023-08-29,Karnataka,Belagavi,Acute Diarrheal Disease,218,1
2023-08-29,Madhya Pradesh,Satna,Scrub Typhus,13,0
2023-08-29,Maharashtra,Nanded,Scrub Typhus,10,1
2023-08-29,Meghalaya,West Garo Hills,Dengue,29,0
2023-08-29,Tamil Nadu,Villupuram,Acute Diarrheal Disease,43,1
2023-08-29,Uttar Pradesh,Bijnor,Food Poisoning,12,0
2023-08-29,Uttar Pradesh,Jaunpur,Scrub Typhus,13,0
2023-08-30,Jammu And Kashmir,Rajauri,Dengue,8,0
2023-08-30,Karnataka,Bengaluru Urban,Acute Diarrheal Disease,16,0
2023-08-30,Karnataka,Kolar,Acute Diarrheal Disease,31,0
2023-08-30,Kerala,Thrissur,Food Poisoning,37,0
2023-08-30,Maharashtra,Osmanabad,Dengue,10,1
2023-08-30,Maharashtra,Osmanabad,Dengue,18,0
2023-08-30,Meghalaya,East Khasi Hills,Mumps,41,0
2023-08-30,Uttar Pradesh,Jhansi,Measles,16,0
2023-08-30,Uttar Pradesh,Lalitpur,Acute Diarrheal Disease,16,0
2023-08-31,Assam,Darrang,Acute Diarrheal Disease,37,0
2023-08-31,Chhattisgarh,Janjgir- Champa,Acute Diarrheal Disease,24,0
2023-08-31,Gujarat,Amreli,Crimean-Congo Hemorrhagic Fever,1,0
2023-08-31,Jammu And Kashmir,Shopian,Mumps,7,0
2023-08-31,Karnataka,Hassan,Acute Diarrheal Disease,13,0
2023-08-31,Karnataka,Vijayapura,Rabies,1,1
2023-08-31,Tamil Nadu,Ramanathapur Am,Acute Diarrheal Disease,15,0
2023-09-01,Bihar,Gaya,Acute Diarrheal Disease,5,0
2023-09-01,Jammu And Kashmir,Jammu,Chikungunya,9,0
2023-09-01,Jammu And Kashmir,Samba,Dengue,287,0
2023-09-01,Jharkhand,Chatra,Measles,12,0
2023-09-01,Jharkhand,West Singhbhum,Malaria,11,0
2023-09-01,Karnataka,Chikballapur,Rabies,1,1
2023-09-01,Kerala,Wayanad,Acute Diarrheal Disease,12,0
2023-09-01,Madhya Pradesh,Bhopal,Acute Diarrheal Disease,23,0
2023-09-01,Maharashtra,Nanded,Encephalitis Sydrome / JE,21,1
2023-09-01,Maharashtra,Pune,Dengue,29,1
2023-09-01,Maharashtra,Wardha,Scrub Typhus,21,1
2023-09-01,Odisha,Sambalpur,Acute Diarrheal Disease,13,0
2023-09-01,Odisha,Sambalpur,Acute Diarrheal Disease,20,0
2023-09-01,Uttar Pradesh,Farrukhabad,Dengue,41,1
2023-09-01,Uttar Pradesh,Mirzapur,Acute Diarrheal Disease,25,0
2023-09-02,Jharkhand,Garhwa,Acute Diarrheal Disease,18,0
2023-09-02,Jharkhand,Godda,Chikungunya,10,0
2023-09-02,Kerala,Ernakulam,Dengue,39,0
2023-09-02,Kerala,Thrissur,Food Poisoning,71,0
2023-09-02,Madhya Pradesh,Chhindwara,Acute Diarrheal Disease,24,1
2023-09-02,Maharashtra,Wardha,Scrub Typhus,10,1
2023-09-03,Arunachal Pradesh,Changlang,Acute Diarrheal Disease,94,0
2023-09-03,Madhya Pradesh,Mandsaur,Scrub Typhus,45,0
2023-09-03,Odisha,Koraput,Acute Diarrheal Disease,19,0
2023-09-04,Jharkhand,Deoghar,Dengue,24,0
2023-09-04,Madhya Pradesh,Rajgarh,Dengue,20,0
2023-09-04,Maharashtra,Akola,Acute Diarrheal Disease,136,0
2023-09-04,Maharashtra,Jalna,Dengue,6,1
2023-09-04,Maharashtra,Kolhapur,Zika Virus,3,0
2023-09-04,Manipur,Imphal West,Acute Diarrheal Disease,35,0
2023-09-04,Punjab,Gurdaspur,Acute Diarrheal Disease,161,6
2023-09-05,Bihar,Jamui,Dengue,58,0
2023-09-05,Jammu And Kashmir,Baramulla,Mumps,16,0
2023-09-05,Jharkhand,Dumka,Dengue,10,0
2023-09-05,Maharashtra,Kolhapur,Dengue,22,0
2023-09-05,Odisha,Bargarh,Acute Diarrheal Disease,14,0
2023-09-05,Uttar Pradesh,Sonbhadra,Measles,11,0
2023-09-06,Karnataka,Davangere,Acute Diarrheal Disease,42,0
2023-09-06,Tamil Nadu,Tiruchirappalli,Acute Diarrheal Disease,22,0
2023-09-06,Tamil Nadu,Villupuram,Cholera,43,1
2023-09-07,Arunachal Pradesh,Lower Dibang Valley,Rabies,1,1
2023-09-07,Assam,Dhemaji,Acute Diarrheal Disease,60,0
2023-09-07,Chhattisgarh,Mahasamund,Typhoid,23,0
2023-09-07,Madhya Pradesh,Burhanpur,Dengue,52,0
2023-09-07,Madhya Pradesh,Satna,Acute Diarrheal Disease,23,2
2023-09-07,Odisha,Sambalpur,Acute Diarrheal Disease,28,0
2023-09-08,Andhra Pradesh,Nandyal,Acute Diarrheal Disease,127,0
2023-09-08,Jammu And Kashmir,Ganderbal,Mumps,15,0
2023-09-08,Jharkhand,Chatra,Acute Diarrheal Disease,9,0
2023-09-08,Kerala,Alappuzha,Chickenpox,14,0
2023-09-08,Kerala,Kottayam,Fever of Unknown Origin,36,0
2023-09-08,Maharashtra,Pune,Chikungunya,9,0
2023-09-09,Bihar,Munger,Dengue,107,0
2023-09-09,Bihar,Rohtas,Acute Diarrheal Disease,12,0
2023-09-09,Chhattisgarh,Korba,Acute Diarrheal Disease,14,0
2023-09-09,Jammu And Kashmir,Udhampur,Rabies,1,1
2023-09-09,Jharkhand,Latehar,Fever of Unknown Origin,36,0
2023-09-09,Jharkhand,Lohardaga,Dengue,52,0
2023-09-09,Madhya Pradesh,Alirajpur,Acute Diarrheal Disease,24,0
2023-09-09,Maharashtra,Raigad,Dengue,3,1
2023-09-09,Maharashtra,Yavatmal,Dengue,7,0
2023-09-09,Tamil Nadu,Tiruppur,Dengue,11,0
2023-09-10,Chhattisgarh,Bemetara,Acute Diarrheal Disease,6,0
2023-09-10,Gujarat,Junagadh,Acute Diarrheal Disease,39,0
2023-09-10,Kerala,Kottayam,Food Poisoning,19,0
2023-09-10,Kerala,Malappuram,Hepatitis/Jaundice,22,0
2023-09-11,Assam,Baksa,Food Poisoning,45,0
