Col_0,Col_1,Col_2,Col_3,Col_4,Col_5,Col_6,Col_7,Col_8,Col_9,Col_10,Col_11,Col_12,Col_13,Col_14
KN/YDI/2022/41/811,Karnataka,Yadgiri,Japanese Encephalitis,02,00,10-10-22,15-10-22,Under Control,,"Cases reported from Aldal and Bonal Village,",,51700607561672038266.pdf
KL/THI/2022/41/812,Kerala,Trivandrum,Acute Diarrheal Disease,09,00,11-10-22,12-10-22,Under Control,,Cases reported from Dr. SMCSI MCH,,51700607561672038266.pdf
MP/SJP/2022/41/813,Madhya Pradesh,Shajapur,Acute Diarrheal Disease,24,00,04-10-2022,10-10-2022,Under Control,,"Cases Reported from village Mewasa, SHC",,51700607561672038266.pdf
TN/NGP/2022/41/814,Tamil Nadu,Nagapattinam,Food Borne Illness,30,00,11-10-22,12-10-22,Under Surveillance,,Cases reported from Village Government Nurse,,51700607561672038266.pdf
TN/SIV/2022/41/815,Tamil Nadu,Sivaganga,Food Borne Illness,15,00,13-10-22,14-10-22,Under Control,,"Cases reported from Naveen Hotel, HSC",,51700607561672038266.pdf
TL/AFD/2022/41/816,Telangana,Kumuram Bheem Asifabad,Acute Diarrheal Disease,15,02,08-10-2022,13-10-2022,Under Control,,"Cases reported from Murkilanka, Village",,51700607561672038266.pdf
TL/KHA/2022/41/817,Telangana,Khammam,Dengue,18,00,12-10-22,15-10-22,Under Control,,"Cases reported from Village Penuballi, PHC",,51700607561672038266.pdf
TL/VRK/2022/41/818,Telangana,Vikarabad,Acute Diarrheal Disease,34,00,14-10-22,16-10-22,Under Control,,"Cases reported from Village Juntupally, Yalal",,51700607561672038266.pdf
UP/FRK/2022/41/819,Uttar Pradesh,Farrukhabad,Acute Diarrheal Disease,11,00,09-10-2022,14-10-2022,Under Control,,"Cases reported from Rathora Mohddinpur,",,51700607561672038266.pdf
UK/HDW/2022/41/820,Uttarakhand,Haridwar,Dengue,40,00,11-10-22,17-10-22,Under Surveillance,,"Cases reported from Laksar, Haridwar with",,51700607561672038266.pdf
UP/FAT/2022/41/826,Uttar Pradesh,Fatehpur,Leptospirosis,08,00,25-09-2022,Under Control,,"Cases reported from vill- Suketi, Block- Bahua with fever",,51700607561672038266.pdf,
DL/DLW/2022/42/827,Delhi,West Delhi,Measles,02,00,20-10-22,20-10-22,Under Control,,Two cases of fever with rash were reported,,1430537991672296570.pdf
JH/LOH/2022/42/828,Jharkhand,Lohardaga,Fever,45,00,15-10-22,17-10-22,Under Control,,"Cases reported from Village- Nari, CHC -",,1430537991672296570.pdf
JH/SBG/2022/42/829,Jharkhand,Sahebganj,Acute Diarrheal Disease,05,00,18-10-22,19-10-22,Under Control,,Cases reported from Pathna subdistrict with,,1430537991672296570.pdf
KN/KPP/2022/42/830,Karnataka,Koppal,Acute Diarrheal Disease,50,00,16-10-22,18-10-22,Under Control,,Cases reported from Gothagi village and,,1430537991672296570.pdf
KL/PLK/2022/42/831,Kerala,Palakkad,Acute Diarrheal Disease,131,00,19-10-22,23-10-22,Under Surveillance,,"Cases reported from Kumbidi, PHC Kumbidi,",,1430537991672296570.pdf
KL/PLK/2022/42/832,Kerala,Palakkad,Chickenpox,21,00,15-10-22,15-10-22,Under Surveillance,,"Cases reported from Ashram school, FHC",,1430537991672296570.pdf
MH/AGB/2022/42/833,Maharashtra,Aurangabad,Acute Diarrheal Disease,20,00,16-10-22,17-10-22,Under Control,,"Cases reported from Village– Thana, SC-",,1430537991672296570.pdf
MH/PNE/2022/42/834,Maharashtra,Pune,Dengue,10,00,23-09-22,21-10-22,Under Control,,"Cases reported from Village Wagholi, PHC",,1430537991672296570.pdf
MH/SGL/2022/42/835,Maharashtra,Sangli,Dengue,12,00,20-10-22,20-10-22,Under Control,,"Cases reported from Village Koregaon, Sub",,1430537991672296570.pdf
UP/DVR/2022/42/836,Uttar Pradesh,Deoria,Acute Diarrheal Disease,48,00,14-10-22,17-10-22,Under Control,,Cases reported from Ramnath Devaria,,1430537991672296570.pdf
AP/LHT/2022/43/841,Arunachal Pradesh,Lohit,Acute Diarrheal Disease (Shigella),116,00,25-10-22,25-10-22,Under Control,,"Cases reported from VKV School, Tafragam,",,25411693011672911468.pdf
JH/DMK/2022/43/842,Jharkhand,Dumka,Dengue,03,00,22-10-22,28-10-22,Under Control,,Case reported from PHC Rasikpur with,,25411693011672911468.pdf
KN/BEG/2022/43/843,Karnataka,Belagavi,Cholera,328,01,25-10-22,26-10-22,Under Control,,"Cases reported from Village Mudenur,",,25411693011672911468.pdf
KN/MYS/2022/43/844,Karnataka,Mysuru,Acute Diarrheal Disease,15,00,26-10-22,28-10-22,Under Control,,"Cases reported from Village Bandipalya,",,25411693011672911468.pdf
KN/YDI/2022/43/845,Karnataka,Yadgiri,Acute Diarrheal Disease,40,01,21-10-22,25-10-22,Under Control,,"Cases reported from Village Hotpeth,",,25411693011672911468.pdf
KL/KOA/2022/43/846,Kerala,Kollam,Dengue,05,01,22-09-22,29-10-22,Under Surveillance,,"Cases reported from Palathara, Eravipuram,",,25411693011672911468.pdf
KL/TRC/2022/43/847,Kerala,Thrissur,Food Poisoning,20,00,28-10-22,02-11-22,Under Surveillance,,"Cases reported from CHC Vilvattom, Thrissur",,25411693011672911468.pdf
TN/VIL/2022/43/848,Tamil Nadu,Kallakurichi,Chickenpox,15,00,20-10-22,28-10-22,Under Control,,"Cases reported from Village Lalapetai, HSC La",,25411693011672911468.pdf
TL/JGN/2022/43/849,Telangana,Jangoan,Acute Diarrheal Disease,13,00,28-10-22,28-10-22,Under Control,,Cases reported from Village Devaruppula,,25411693011672911468.pdf
TL/MED/2022/43/850,Telangana,Medak,Acute Diarrheal Disease,25,00,25-10-22,27-10-22,Under Control,,"Cases reported from Village Pedda Shivanoor,",,25411693011672911468.pdf
KL/KOA/2022/43/855,Kerala,Kollam,Dengue,14,01,04-10-22,Under Surveillance,,"Cases reported from Thrikkadavoor, Sakthikulangara,",,25411693011672911468.pdf,
KL/THI/2022/43/856,Kerala,Thituvanantha puram,Hepatitis A,03,00,09-10-22,Under Control,,"Cases reported from CHC Kanyakulangara, FHC",,25411693011672911468.pdf,
TN/NGP/2022/43/857,Tamil Nadu,Nagapattinam,Food Poisoning,30,00,12-10-22,Under Control,,Cases reported from Government Nurse Training,,25411693011672911468.pdf,
JH/NGP/2022/44/858,Jharkhand,Bokaro,Acute Diarrheal Disease,05,01,04-11-22,05-11-22,Under Control,,"Cases reported from Village Bhaski, Sub district",,8511094351673004835.pdf
KN/NGP/2022/44/859,Karnataka,Dakshin Kannad,Hepatitis A,10,00,03-11-22,03-11-22,Under Control,,"Cases reported from Village Montepadav, PHC",,8511094351673004835.pdf
KN/NGP/2022/44/860,Karnataka,Koppal,Chikungunya,45,00,01-11-22,06-11-22,Under Surveillance,,"Cases reported from Village Hydranagar,",,8511094351673004835.pdf
KN/NGP/2022/44/861,Karnataka,Tumkur,Suspected Chickenpox,24,00,31-10-22,05-11-22,Under Surveillance,,"Cases reported from Village Melekotte,",,8511094351673004835.pdf
KN/NGP/2022/44/862,Karnataka,Vijayanagara,Acute Diarrheal Disease,83,00,01-11-22,01-11-22,Under Control,,"Cases reported from Vijayanagara H B Halli,",,8511094351673004835.pdf
KL/NGP/2022/44/863,Kerala,Ernakulam,Food Poisoning,22,00,01-11-22,07-11-22,Under Surveillance,,"Cases reported from PHC Thuravur, Block",,8511094351673004835.pdf
KL/NGP/2022/44/864,Kerala,Malappuram,Food Poisoning,16,00,29-10-22,01-11-22,Under Surveillance,,"Cases reported from PHC Chelembra, Block",,8511094351673004835.pdf
KL/NGP/2022/44/865,Kerala,Malappuram,Food Poisoning,70,00,29-10-22,01-11-22,Under Surveillance,,"Cases reported from PHC/Block Vengara,",,8511094351673004835.pdf
MH/NGP/2022/44/866,Maharashtra,Pune,Dengue,07,01,26-09-22,01-11-22,Under Control,,"Cases reported from Village Malegaon Bk,",,8511094351673004835.pdf
MH/NGP/2022/44/867,Maharashtra,Sangli,Dengue,36,01,29-10-22,31-10-22,Under Control,,"Cases reported from A/P Waddi Taluka, District",,8511094351673004835.pdf
TN/NGP/2022/44/868,Tamil Nadu,Salem,Food Poisoning,29,00,04-11-22,05-11-22,Under Surveillance,,Cases reported from Village Kamalapuram,,8511094351673004835.pdf
UP/NGP/2022/44/869,Uttar Pradesh,Fatehpur,Leptospirosis,01,00,03-11-22,04-11-22,Under Control,,"Cases reported from Village Chaudhrana,",,8511094351673004835.pdf
TN/NGP/2022/44/872,Tamil Nadu,Coimbatore,Food Poisoning,13,00,20-09-22,Under Control,,"Cases reported from Village Selakarachal, Subcentre",,8511094351673004835.pdf,
UP/NGP/2022/44/873,Uttar Pradesh,Fatehpur,Dengue,06,01,29-10-22,Under Control,,"Cases reported from Village Galatha, PS Aung Block-",,8511094351673004835.pdf,
UK/NGP/2022/44/874,Uttarakhand,Dehradun,Dengue,24,00,13-10-22,Under Surveillance,,"Cases reported from Dhakrani, Block Vikasnagar,",,8511094351673004835.pdf,
BH/MZP/2022/45/875,Bihar,Muzaffarpur,Dengue,02,00,03-11-22,8-11-22,Under Control,,"Cases reported from CHC Motipur, District",,31213653551673410239.pdf
GJ/BHR/2022/45/876,Gujarat,Bharuch,Food Poisoning,343,00,13-11-22,13-11-22,Under Control,,"Cases reported from Village Chanchvel,",,31213653551673410239.pdf
KN/DVA/2022/45/877,Karnataka,Davangere,Food Poisoning,60,00,07-11-22,07-11-22,Under Control,,"Cases reported from Belagutti, Nyamathi CHC,",,31213653551673410239.pdf
KN/DVA/2022/45/878,Karnataka,Davangere,Acute Diarrheal Disease,63,00,07-11-22,07-11-22,Under Surveillance,,"Cases reported from Village Arundi, PHC/CHC",,31213653551673410239.pdf
KN/KOD/2022/45/879,Karnataka,Kodagu,Diphtheria,01,01,03-11-22,07-11-22,Under Control,,"Case reported from Village Chonakere, Napoklu",,31213653551673410239.pdf
KN/KPP/2022/45/880,Karnataka,Koppal,Cholera,41,00,05-11-22,08-11-22,Under Surveillance,,Cases reported from Village Vijaynagar Colony,,31213653551673410239.pdf
KN/GUL/2022/45/881,Karnataka,Kalaburagi,Acute Diarrheal Disease,13,00,05-11-22,07-11-22,Under Surveillance,,"Cases reported from Village Motakpalli,",,31213653551673410239.pdf
KL/ERN/2022/45/882,Kerala,Ernakulam,Food Poisoning,21,00,09-11-22,16-11-22,Under Control,,"Cases reported from Pampakuda,",,31213653551673410239.pdf
KL/IDK/2022/45/883,Kerala,Idukki,Food Poisoning,167,00,06-11-22,07-11-22,Under Control,,"Cases reported from Kulamavu, Javahar",,31213653551673410239.pdf
KL/KTM/2022/45/884,Kerala,Kottayam,Food Poisoning,22,00,06-11-22,14-11-22,Under Surveillance,,"Cases reported from BPHC Athirampuzha, PHC",,31213653551673410239.pdf
KL/KTM/2022/45/885,Kerala,Kottayam,Food Poisoning (Noro Virus),37,00,09-11-22,14-11-22,Under Surveillance,,"Cases reported from Ettumanoor, KMCHC",,31213653551673410239.pdf
KL/KTM/2022/45/886,Kerala,Kottayam,Food Poisoning,20,00,04-11-22,14-11-22,Under Surveillance,,"Cases reported from BPHC Panachikkadu, FHC",,31213653551673410239.pdf
KL/KOA/2022/45/887,Kerala,Kollam,Zika virus,01,00,08-11-22,11-11-22,Under Surveillance,,"Case reported from Thrikkadavoor,",,31213653551673410239.pdf
KL/PLK/2022/45/888,Kerala,Palakkad,Acute Diarrheal Disease,21,00,13-11-22,16-11-22,Under Control,,"Cases reported from Kongad, Mundur,",,31213653551673410239.pdf
MH/BNR/2022/45/889,Maharashtra,Bhandara,Scrub Typhus,08,01,06-11-22,10-11-22,Under Control,,Cases reported from Murmadi Tup Health,,31213653551673410239.pdf
TN/TNJ/2022/45/890,Tamil Nadu,Thanjavur,Allergic Conjunctivitis,22,00,10-11-22,10-11-22,Under Control,,"Cases reported from Village Pudupatti, St.",,31213653551673410239.pdf
TN/TNJ/2022/45/891,Tamil Nadu,Thanjavur,Acute Diarrheal Disease,15,00,09-11-22,09-11-22,Under Control,,"Cases reported from Ward 37 and 38, Sub",,31213653551673410239.pdf
GJ/VSD/2022/46/895,Gujarat,Valsad,Acute Diarrheal Disease,34,00,19-11-22,19-11-22,Under Control,,"Cases reported from Hostel Abrama, BAPS",,60008466191674111579.pdf
HR/PWL/2022/46/896,Haryana,Palwal,Measles,05,00,15-11-22,23-11-22,Under Control,,"Cases reported from Village Nangla Ahsanpur,",,60008466191674111579.pdf
KN/KPP/2022/46/897,Karnataka,Koppal,Food Poisoning,45,00,17-11-22,17-11-22,Under Control,,Cases reported from Village nearby Town,,60008466191674111579.pdf
KN/YDI/2022/46/898,Karnataka,Yadgiri,Japanese Encephalitis,02,00,12-11-22,15-11-22,Under Surveillance,,"Cases reported from Village Yavoor, PHC-CHC",,60008466191674111579.pdf
KL/CNR/2022/46/899,Kerala,Kannur,Food Poisoning,09,00,14-11-22,19-11-22,Under Surveillance,,"Cases reported from CHC Irivery, FHC",,60008466191674111579.pdf
KL/KAS/2022/46/900,Kerala,Kasaragod,Food Poisoning,33,00,15-11-22,16-11-22,Under Surveillance,,"Cases reported from Muliyar, Chengala,",,60008466191674111579.pdf
KL/KTM/2022/46/901,Kerala,Kottayam,Food Poisoning,20,00,14-11-22,18-11-22,Under Surveillance,,"Cases reported from Village Vazhappally,",,60008466191674111579.pdf
KL/KTM/2022/46/902,Kerala,Kottayam,Food Poisoning,11,00,14-11-22,18-11-22,Under Surveillance,,"Cases reported from Village Perumbaikkadu,",,60008466191674111579.pdf
MH/LTR/2022/46/903,Maharashtra,Latur,Pyrexia of Unknown Origin,20,00,14-11-22,14-11-22,Under Control,,"Cases reported from Latur Corporation area,",,60008466191674111579.pdf
JH/GIR/2022/46/907,Jharkhand,Giridih,Fever with Rash,30,00,29-10-22,Under Control,,"Cases reported from Village Chittardih, Village",,60008466191674111579.pdf,
JH/GIR/2022/46/908,Jharkhand,Giridih,Fever with Rash,20,00,26-10-22,Under Control,,"Cases reported from Village Jharkhi, Pesam Block",,60008466191674111579.pdf,
KN/DEH/2022/46/909,Karnataka,Mysuru,Dengue,13,00,10-11-22,Under Control,,"Cases reported from Village Chikka Hunsur, SC",,60008466191674111579.pdf,
KN/KRW/2022/46/910,Karnataka,Uttar Kannada,Leptospirosis,01,01,04-11-22,Under Control,,"Case reported from Village Sirsi, PHC-CHC UPHC",,60008466191674111579.pdf,
KL/ERN/2022/46/911,Kerala,Ernakulam,Dengue,12,00,19-10-22,Under Surveillance,,"Cases reported from Nettur, CHC Nettur, Maradu,",,60008466191674111579.pdf,
MH/AGB/2022/46/912,Maharashtra,Aurangabad,Pyrexia of Unknown Origin,24,00,11-11-22,Under Control,,"Cases reported from PO- Jaangalatanda, Subcentre",,60008466191674111579.pdf,
MH/AGB/2022/46/913,Maharashtra,Aurangabad,Dengue,02,01,11-11-22,Under Control,,"Cases reported from Bhawaninagar, Municipal",,60008466191674111579.pdf,
MH/DHL/2022/46/914,Maharashtra,Dhule,Dengue,04,01,31-10-22,Under Control,,Cases reported from PO- Shirpur Warwade (Urban,,60008466191674111579.pdf,
MH/KOP/2022/46/915,Maharashtra,Kolhapur,Cholera,233,02,10-11-22,Under Control,,"Cases reported from PO Jatharwadi, Subcentre Bhuye,",,60008466191674111579.pdf,
MH/NAS/2022/46/916,Maharashtra,Nashik,Cholera,58,00,31-10-22,Under Control,,"Cases reported from PO Phangulgavan, Taluk Igatpuri,",,60008466191674111579.pdf,
MH/NAS/2022/46/917,Maharashtra,Nashik,Cholera,52,01,17-10-22,Under Control,,"Cases reported from PO- Taranganpada Pimpri Sado,",,60008466191674111579.pdf,
MH/PRB/2022/46/918,Maharashtra,Parbhani,Chikungunya,76,00,29-09-22,Under Control,,"Cases reported from Kerwadi Village, Ajamabad",,60008466191674111579.pdf,
MH/THN/2022/46/919,Maharashtra,Thane,Dengue,01,01,28-10-22,Under Control,,"Case reported from Motiram Niwas, Gavdevi Mandir",,60008466191674111579.pdf,
RJ/KOT/2022/46/920,Rajasthan,Kota,Acute Diarrheal Disease,31,00,30-09-22,Under Control,,"Cases reported from Shreeji Hostel, Jaahar Nagar",,60008466191674111579.pdf,
MP/MND/2022/46/921,Madhya Pradesh,Mandla,Japanese Encephalitis,05,00,22-10-22,Under Control,,"Cases reported from Village Kuterwani, District",,60008466191674111579.pdf,
UP/VRN/2022/46/922,Uttar Pradesh,Bhadohi,Dengue,13,00,25-09-22,Under Control,,"Cases reported from UPHC Bhadohi, District Bhadohi.",,60008466191674111579.pdf,
KN/DKK/2022/47/923,Karnataka,Dakshina Kannada,Acute Diarrheal Disease,15,00,21-11-22,22-11-22,Under control,,"Cases reported from Village Permude, PHC-",,39954396811675250534.pdf
KN/DVA/2022/47/924,Karnataka,Davangere,Leptospirosis,01,01,18-11-22,23-11-22,Under Surveillance,,Case reported from Village Sarashwathi,,39954396811675250534.pdf
KN/KPP/2022/47/925,Karnataka,Koppal,Acute Diarrheal Disease,13,00,22-11-22,23-11-22,Under Control,,Cases reported from Village Nera By,,39954396811675250534.pdf
KL/MLP/2022/47/926,Kerala,Malappuram,Monkey Pox,02,00,25-11-22,12-01-22,Under Surveillance,,"Cases reported from Village Kalpakanchery,",,39954396811675250534.pdf
MH/KOP/2022/47/927,Maharashtra,Kolhapur,Acute Diarrheal Disease,14,00,23-11-2022,23-11-2022,Under Control,,"Cases reported from Deulwadi, PHC:",,39954396811675250534.pdf
GJ/BVN/2022/47/930,Gujarat,Bhavnagar,Jaundice,15,00,08-10-2022,Under Control,,"Cases reported from village Sar, Taluka.Sihor Dist Bhavnagar,",,39954396811675250534.pdf,
GJ/BVN/2022/47/931,Gujarat,Bhavnagar,Crimean- Congo Hemorrhagic Fever,01,00,22-10-2022,Under Control,,"Case reported from Paladi Road Area, Shivendranagar",,39954396811675250534.pdf,
JK/KLM/2022/47/932,Jammu and Kashmir,Kulgam,Hepatitis A,20,00,19-09-2022,Under Control,,"Cases reported from village Bangward Payeen, Block D H",,39954396811675250534.pdf,
KL/ERN/2022/47/933,Kerala,Ernakulam,Acute Diarrheal Disease,13,00,08-11-22,Under Surveillance,,"Cases reported from Varappuzha, Alangad, Neerikode,",,39954396811675250534.pdf,
MP/RTM/2022/47/934,Madhya Pradesh,Ratlam,Acute Diarrheal Disease,32,00,26-10-2022,Under Control,,All sample found negative. Rectal swab report: - No,,39954396811675250534.pdf,
MH/KOP/2022/47/935,Maharashtra,Kolhapur,Dengue,05,01,01-11-2022,Under Control,,"Cases reported from Shivajinagar, UPHC Phirangai Kolhapur,",,39954396811675250534.pdf,
UP/AUR/2022/47/936,Uttar Pradesh,Auraiya,Dengue,101,00,12-11-2022,Under Control,,"Cases reported from Village Lahrapur, Block Sahar with fever",,39954396811675250534.pdf,
UP/MUZ/2022/47/937,Uttar Pradesh,Muzaffarnagar,Dengue,10,00,02-11-2022,Under Control,,"Cases reported from Village Salijuddi, Block-Meghakhri with",,39954396811675250534.pdf,
KN/BLE/2022/48/938,Karnataka,Ballari,Rabies,02,02,28-11-22,28-11-22,Under Surveillance,,"Cases reported from Village Badanahatti,",,66557506361675679880.pdf
KN/BAU/2022/48/939,Karnataka,Bangalore Urban,Acute Diarrheal Disease,104,00,26-11-22,29-11-22,Under Surveillance,,Cases reported from Village/PHC/CHC,,66557506361675679880.pdf
KN/DVA/2022/48/940,Karnataka,Davangere,Japanese Encephalitis,01,00,28-11-22,30-11-22,Under Surveillance,,"Cases reported from Village Kotehalu,",,66557506361675679880.pdf
KN/HAV/2022/48/941,Karnataka,Haveri,Japanese Encephalitis,04,01,15-11-22,01-12-22,Under Control,,"Cases reported from Village Kalvekallapura,",,66557506361675679880.pdf
KN/KPP/2022/48/942,Karnataka,Koppal,Acute Diarrheal Disease,45,00,19-11-22,03-12-22,Under Surveillance,,"Cases reported from Village Bachanhalli,",,66557506361675679880.pdf
KN/RNA/2022/48/943,Karnataka,Ramanagara,Acute Diarrheal Disease,15,00,29-11-22,30-11-22,Under Surveillance,,"Cases reported from Village Archakarahalli,",,66557506361675679880.pdf
KN/TUM/2022/48/944,Karnataka,Tumkur,Acute Diarrheal Disease,18,00,02-12-22,03-12-22,Under Surveillance,,"Cases resported from Village Havnal,",,66557506361675679880.pdf
KL/CNR/2022/48/945,Kerala,Kannur,Measles,11,00,23-10-22,30-11-22,Under Surveillance,,"Cases reported from Iritty Municipality,",,66557506361675679880.pdf
KL/MLP/2022/48/946,Kerala,Malappuram,Hepatitis-A,17,00,11-09-22,07-10-22,Under Surveillance,,"Cases reported from Mankada,",,66557506361675679880.pdf
KL/TRC/2022/48/947,Kerala,Thrissur,Dengue,21,00,24-11-22,05-12-22,Under Surveillance,,Cases reported from CHC Guruvayur,,66557506361675679880.pdf
MP/NIM/2022/48/948,Madhya Pradesh,Neemuch,Chickenpox,11,00,03/12/2022,03/12/2022,Under Control,,Cases reported from Village Maheshpuriya,,66557506361675679880.pdf
MP/SDL/2022/48/949,Madhya Pradesh,Shahdol,Fever with Rash,15,00,23/11/2022,30/11/2022,Under Control,,"Cases presented from Sub centre – Jurgu,",,66557506361675679880.pdf
MZ/AIZ/2022/48/950,Mizoram,Aizawl,Acute Diarrheal Disease,26,00,29/11/2022,29/11/2022,Under Control,,,,66557506361675679880.pdf
OR/AGL/2022/48/951,Odisha,Angul,Food Poisoning,17,00,29-11-22,01-12-22,Under Control,,"Cases reported from Village Rajadanga, U.P",,66557506361675679880.pdf
OR/BAG/2022/48/952,Odisha,Bargarh,Food poisoning,39,00,03/12/2022,03/12/2022,Under Control,,Cases reported from Tejabula Govt. UP,,66557506361675679880.pdf
UP/SNB/2022/48/953,Uttar Pradesh,Sonbhadra,Diphtheria,01,01,10/11/2022,30/11/2022,Under Control,,"Case reported from village Jaljaliya, block-",,66557506361675679880.pdf
UK/CML/2022/48/954,Uttarakhand,Chamoli,Measles,05,00,20-10-22,04-12-22,Under Control,,"Cases reported from Ravigram, Upper Bazar,",,66557506361675679880.pdf
UP/SNB/2022/48/958,Uttar Pradesh,Sonbhadra,Dengue,32,00,05/10/2022,Under Control,,"Cases reported from different areas of blocks Myorpur,",,66557506361675679880.pdf,
AS/MAR/2022/49/959,Assam,Marigaon,Acute Diarrheal Disease,15,00,01-12-2022,09-12-2022,Under Control,,Cases reported from Jagibhakat SD/ Jhargaon,,16602315821676010289.pdf
BH/JAH/2022/49/960,Bihar,Jehanabad,Measles,06,00,07-04-2022,08-12-2022,Under Control,,"Cases reported from village- Bhabanpura,",,16602315821676010289.pdf
CT/DHM/2022/49/961,Chhattisgarh,Dhamtari,Acute Diarrheal Disease,103,00,13-10-2022,06-12-2022,Under Control,,"Cases reported from Village Deori, Block",,16602315821676010289.pdf
CT/SHM/2022/49/962,Chhattisgarh,Dhamtari,Acute Diarrheal Disease,207,00,19-09-2022,06-12-2022,Under Control,,"Cases reported from Village Madeli, Block",,16602315821676010289.pdf
CT/RGR/2022/49/963,Chhattisgarh,Raigarh,Acute Diarrheal Disease,58,00,06-12-2022,06-12-2022,Under Control,,"Cases reported from Chaple, Kharasia and",,16602315821676010289.pdf
KN/CHI/2022/49/964,Karnataka,Chitradurga,Food Poisoning,54,00,04-12-22,04-12-22,Under Surveillance,,Cases reported from Village Bharamasagara/,,16602315821676010289.pdf
KN/CMN/2022/49/965,Karnataka,Chamarajanagar,Acute Diarrheal Disease,26,00,04-12-22,08-12-22,Under Surveillance,,Cases reported from Village Dodda-Nayaka,,16602315821676010289.pdf
KN/KOL/2022/49/966,Karnataka,Kolar,Chickenpox,11,00,04-12-22,05-12-22,Under Surveillance,,"Cases reported from Village M. Venkatapura,",,16602315821676010289.pdf
KN/MNY/2022/49/967,Karnataka,Mandya,Fever,36,00,05-12-22,09-12-22,Under Surveillance,,"Cases reported from Village- K.M Doddi A,",,16602315821676010289.pdf
KN/RCR/2022/49/968,Karnataka,Raichur,Food Poisoning,18,00,06-12-22,07-12-22,Under Control,,"Cases reported from Village Gillesugur Camp,",,16602315821676010289.pdf
KN/RCR/2022/49/969,Karnataka,Raichur,Food Poisoning,18,00,06-12-2022,07-12-2022,Under Control,,"Cases reported from Village Gillesugur Camp,",,16602315821676010289.pdf
KN/RCR/2022/49/970,Karnataka,Raichur,Zika Virus,01,00,15-11-22,09-12-22,Under Surveillance,,"Cases reported from Village- Koli Camp,",,16602315821676010289.pdf
KN/TUM/2022/49/971,Karnataka,Tumakuru,Acute Diarrheal Disease,11,00,02-12-22,05-12-22,Under Control,,Cases reported from PHC Kuppur and one case,,16602315821676010289.pdf
KL/ALP/2022/49/972,Kerala,Alappuzha,Acute Diarrheal Disease,161,00,02-12-22,13-12-22,Under Surveillance,,Cases reported from Alappuzha Municipality,,16602315821676010289.pdf
KL/MLP/2022/49/973,Kerala,Malappuram,Food Poisoning,16,00,29-10-22,09-12-22,Under Surveillance,,"Cases reported from Village Chelembra, SC",,16602315821676010289.pdf
KL/MLP/2022/49/974,Kerala,Malappuram,Food Poisoning,70,00,29-10-22,09-12-22,Under Surveillance,,"Cases reported from Village Vengara, SC",,16602315821676010289.pdf
KL/MLP/2022/49/975,Kerala,Malappuram,Measles,30,00,13-11-22,09-12-22,Under Surveillance,,"Cases reported from Village Pookkottur, SC",,16602315821676010289.pdf
KL/MLP/2022/49/976,Kerala,Malappuram,Measles,28,00,14-11-22,09-12-22,Under Surveillance,,Cases reported from SC Main Centre,,16602315821676010289.pdf
KL/MLP/2022/49/977,Kerala,Malappuram,Cutaneous Leishmaniasis,02,00,18-11-22,07-12-22,Under Surveillance,,"Cases reported from SC Kalkkulam, CHC",,16602315821676010289.pdf
KL/PLK/2022/49/978,Kerala,Palakkad,Food Poisoning,13,00,07-12-22,10-12-22,Under Control,,"Cases reported from Village Vadakarapathy,",,16602315821676010289.pdf
KL/TRC/2022/49/979,Kerala,Thrissur,Acute Diarrheal Disease,66,00,24-11-22,10-12-22,Under Surveillance,,"Cases reported from CHC Ollur, Thrissur",,16602315821676010289.pdf
MH/AMR/2022/49/980,Maharashtra,Amravati,Acute Diarrheal Disease,61,00,06-12-22,07-12-22,Under Control,,"Cases presented to Jivanpura (urban Area),",,16602315821676010289.pdf
TN/VIR/2022/49/981,Tamil Nadu,Virudhunagar,Fever,12,00,30-11-2022,07-12-2022,Under Control,,Cases reported with fever with,,16602315821676010289.pdf
MH/LTR/2022/49/985,Maharashtra,Latur,Fever,19,00,30-11-2022,Under Control,,"Cases reported from Vaishali Nagar, in Latur Block area, Sub",,16602315821676010289.pdf,
UP/KAJ/2022/49/986,Uttar Pradesh,Kannauj,Diphtheria,10,00,15-09-2022,Under Control,,"Cases reported from village- Mayapurwa, SD-Chhibramau,",,16602315821676010289.pdf,
UP/KAJ/2022/49/987,Uttar Pradesh,Kannauj,Fever with Rash,11,00,12-10-2022,Under Control,,"Cases reported from village- Dunduwa Buzurg, Block Talgram,",,16602315821676010289.pdf,
GJ/KAJ/2022/50/988,Gujarat,Anand,Acute Diarrheal Disease,25,0,17-12-2022,17-12-2022,Under Control,,"Cases reported from primary school Jol, PHC",,2882454301676010303.pdf
KN/KAJ/2022/50/989,Karnataka,Bagalakote,Chickenpox,12,00,16-12-22,17-12-22,Under Surveillance,,"Cases reported from Village Kelawadi,",,2882454301676010303.pdf
KN/KAJ/2022/50/990,Karnataka,Dakshina Kannada,Influenza A (H3N2),48,00,12-12-22,17-12-22,Under Surveillance,,"Cases reported from Village Balepuni,",,2882454301676010303.pdf
KN/KAJ/2022/50/991,Karnataka,Shivamogga,Fever With Rash,12,00,12-12-22,16-12-22,Under Control,,"Cases reported from Village Haramaghatta,",,2882454301676010303.pdf
KL/KAJ/2022/50/992,Kerala,Ernakulam,Food Poisoning,31,00,11-12-22,12-12-22,Under Control,,"Cases reported from Village Kadavanthra,",,2882454301676010303.pdf
