Col_0,Col_1,Col_2,Col_3,Col_4,Col_5,Col_6,Col_7,Col_8,Col_9,Col_10,Col_11,Col_12,Col_13,Col_14
TN/PUD/2022/03/010,Tamil Nadu,Pudukottai,Acute Diarrheal Disease,08,00,18-01-22,19-01-22,Under Control,,"Cases reported from Village Anna Nagar, PHC",,5146664691645083574.pdf,,
KL/ERN/2022/03/012,Kerala,Ernakulam,Acute Diarrheal Disease,14,00,24-12-21,Under Surveillance,,"Cases reported from Village Kochi Corporation, PHC",,5146664691645083574.pdf,,,
JH/GDA/2022/04/013,Jharkhand,Godda,Measles,01,00,27-01-22,,,28-01-22,Under Surveillance,,"Case reported from Village Manikup, SC",,,,,89343299521646644982.pdf
JH/GDA/2022/04/014,Jharkhand,Godda,Measles,16,00,28-01-22,,,30-01-22,Under Surveillance,,Cases reported from Village Danre-Harijantola,,,,,89343299521646644982.pdf
JH/HAZ/2022/04/015,Jharkhand,Hazaribagh,Japanese Encephalitis,01,00,22-01-22,,,25-01-22,Under Control,,"Case reported from Village Birbir Bhuiya Tola,",,,,,89343299521646644982.pdf
JH/PAK/2022/04/016,Jharkhand,Pakur,Fever with Rash,06,00,22-01-22,,,25-01-22,Under Surveillance,,"Cases reported from Village Bara Kendua, CHC",,,,,89343299521646644982.pdf
GJ/BNS/2022/05/017,Gujarat,Banaskantha,Viral Hepatitis B,08,00,29-01-22,,,04-02-22,Under Surveillance,,"Cases reported from Village/SC/PHC Kuchvada,",,70457157021646826766.pdf
KL/ERN/2022/05/018,Kerala,Ernakulam,Suspected Typhoid,04,00,17-01-22,,,03-02-22,Under Surveillance,,"Cases reported from Varapetty, Cheruvathur,",,70457157021646826766.pdf
KL/TRC/2022/05/019,Kerala,Thrissur,Kala Azar,01,00,04-01-22,,,08-02-22,Under Surveillance,,"Case reported from PHC Thenkkumkara, CHC",,70457157021646826766.pdf
KL/WYN/2022/05/020,Kerala,Wayanad,Kyasanur Forest Disease,01,00,02-02-22,,,03-02-22,Under Surveillance,,"Case reported from Mananthavadi, PHC Begur,",,70457157021646826766.pdf
KL/PLK/2022/05/021,Kerala,Palakkad,Food Poisoning,61,00,02-02-22,07-02-22,Under Control,,"Cases reported from Chalissery, Main Centre",,70457157021646826766.pdf,,
TL/MUD/2022/05/022,Telangana,Narayanpet,Food Poisoning,91,00,06-02-22,07-02-22,Under Control,,"Cases reported from GP Setty Faction Hall,",,70457157021646826766.pdf,,
UP/FAT/2022/05/023,Uttar Pradesh,Fatehpur,Acute Encephalitic Syndrome,01,00,24-01-22,05-02-22,Under Control,,Case reported from Village Darota Lalpur,,70457157021646826766.pdf,,
KL/FAT/2022/06/024,Kerala,Palakkad,Food Poisoning,61,00,02-02-22,,,08-02-22,Under Surveillance,,Cases reported from Village/PHC/Block,,50723308761648360611.pdf
KL/FAT/2022/06/025,Kerala,Thrissur,Lymes Disease,01,00,31-12-21,,,11-02-22,Under Surveillance,,"Case reported from PHC Varantharapilly, CHC",,50723308761648360611.pdf
MH/FAT/2022/06/026,Maharashtra,Gadchiroli,Malaria,01,01,09-02-22,,,10-02-22,Under Surveillance,,"Case reported from Village Wateli, SC",,50723308761648360611.pdf
OR/FAT/2022/06/027,Odisha,Koraput,Acute Diarrheal Disease,15,00,11-02-22,,,12-02-22,Under Surveillance,,"Cases reported from Village/SC/PHC Kumuli,",,50723308761648360611.pdf
UP/FAT/2022/06/028,Uttar Pradesh,Ballia,Diphtheria,01,00,24-01-22,,,07-02-22,Under Surveillance,,"Case reported from Village Gauri Shah Pur, SC",,50723308761648360611.pdf
UP/FAT/2022/06/029,Uttar Pradesh,Ballia,Pertussis,01,00,25-01-22,07-02-22,Under Surveillance,,"Case reported from Village Rabka Tola, SC",,50723308761648360611.pdf,,
GJ/AHM/2022/07/030,Gujarat,Ahmedabad,Acute Diarrheal Disease,67,00,17-02-22,,,17-02-22,Under Surveillance,,"Cases reported from Village Sathal, SC Ranoda,",,80255800071648722166.pdf
GJ/AND/2022/07/031,Gujarat,Anand,Food Poisoning,53,00,17-02-22,,,18-02-22,Under Surveillance,,"Cases reported from Village/SC Dugari, PHC",,80255800071648722166.pdf
KL/WYN/2022/07/032,Kerala,Wayanad,Mumps,30,00,11-02-22,,,16-02-22,Under Surveillance,,"Cases reported from Kalpetta, Village",,80255800071648722166.pdf
KL/THI/2022/07/035,Kerala,Trivandrum,Acute Diarrheal Disease,05,00,14-2-22,Under Surveillance,,"Cases reported from UPHC Chaikottukonam, District",,80255800071648722166.pdf,,,
WB/HWR/2022/07/036,West Bengal,Howrah,Hepatitis A,44,00,02-02-22,Under Surveillance,,"Cases reported from Bhujanga Dhar Lane, Satyasadhan",,80255800071648722166.pdf,,,
WB/HWR/2022/08/037,Gujarat,Panchmahal,Acute Flaccid Paralysis,07,00,22-02-22,,,22-02-22,Under Surveillance,,"Cases reported from Village Khadi Faliya, SC",,62747270011649328179.pdf
WB/HWR/2022/08/038,Kerala,Kasaragod,Leptospirosis,18,00,21-02-22,,,23-02-22,Under Surveillance,,"Cases reported from Village Panathady, PHC",,62747270011649328179.pdf
WB/HWR/2022/08/039,Kerala,Ernakulam,Hepatitis B,09,00,13-12-21,,,02-03-22,Under Surveillance,,"Cases reported from Village Edakkattuvayal,",,62747270011649328179.pdf
WB/HWR/2022/08/040,Karnataka,Tumkur,Chickenpox,09,00,24-02-22,,,25-02-22,Under Surveillance,,"Cases reported from a school in Village Baguru,",,62747270011649328179.pdf
WB/HWR/2022/08/041,Odisha,Subarnapur,Chickenpox,08,00,21-02-22,02-03-22,Under Control,,"Cases reported from Village Lumurejuna, SC",,62747270011649328179.pdf,,
WB/HWR/2022/08/042,Tamil Nadu,Cuddalore,Food Poisoning,29,00,25-02-22,26-02-22,Under Control,,"Cases reported from Village Athiyanallur, PHC",,62747270011649328179.pdf,,
WB/HWR/2022/08/043,West Bengal,Burdwan,Food Poisoning,89,00,17-02-22,18-02-22,Under Surveillance,,"Cases reported from Village Gurpara, SC Kopa,",,62747270011649328179.pdf,,
WB/HWR/2022/08/044,West Bengal,South 24 Parganas,Acute Diarrheal Disease,21,00,23-02-22,23-02-22,Under Control,,"Cases reported from Village Ward No. 2, DH",,62747270011649328179.pdf,,
GJ/KHD/2022/09/046,Gujarat,Kheda,Acute Flaccid Paralysis (Epstein Bar Virus & Human Herpes Virus 7),02,00,27-02-22,,,28-02-22,Under Surveillance,,"Cases reported from Village Kalsar, Vanoti; SC",,35671841001650605515.pdf
GJ/MIS/2022/09/047,Gujarat,Mahisagar,Acute Flaccid Paralysis,02,00,24-02-22,,,25-02-22,Under Surveillance,,"Cases reported from Village Moti Sarsan, Virpur;",,35671841001650605515.pdf
GJ/MHS/2022/09/048,Gujarat,Mahesana,Food Poisoning,1268,00,05-03-22,,,05-03-22,Under Surveillance,,Cases reported from Village Savala; SC,,35671841001650605515.pdf
JH/WSI/2022/09/049,Jharkhand,West Singhbhum,Food Poisoning,09,00,03-03-22,04-03-22,Under Surveillance,,Cases reported from Kasturba Ghandhi Balika,,35671841001650605515.pdf,,
KL/ERN/2022/09/050,Kerala,Ernakulam,Acute Diarrheal Disease,21,00,24-02-22,07-03-22,Under Surveillance,,"Cases reported from Malippuram, PHC",,35671841001650605515.pdf,,
KN/TUM/2022/09/051,Karnataka,Tumakuru,Acute Diarrheal Disease,27,00,03-03-22,04-03-22,Under Control,,"Cases reported from Taluk CN Halli, District",,35671841001650605515.pdf,,
MH/AKL/2022/09/052,Maharashtra,Akola,Food Poisoning,102,00,01-03-22,02-03-22,Under Control,,"Cases reported from Village & SC Ghungashi,",,35671841001650605515.pdf,,
TL/WRG/2022/09/053,Telangana,Hanumakonda,Food Poisoning,22,00,02-03-22,03-03-22,Under Control,,"Cases reported from MPPS Primary School,",,35671841001650605515.pdf,,
WB/SPG/2022/09/054,West Bengal,South 24 Parganas,Acute Diarrheal Disease,21,00,23-02-22,23-02-22,Under Control,,"Cases reported from DHHD, DH Municipality,",,35671841001650605515.pdf,,
WB/NCP/2022/09/055,West Bengal,North 24 Parganas,Acute Diarrheal Disease,359,01,05-03-22,06-03-22,Under Surveillance,,"Cases reported from ward no 8,9,10,12 ,13, 14/",,35671841001650605515.pdf,,
WB/HWR/2022/09/057,West Bengal,Howrah,Viral Hepatitis A,60,00,02-02-22,Under Surveillance,,"Cases reported from Bhujanga Dhar Lane, Satyasadhan",,35671841001650605515.pdf,,,
GJ/NAV/2022/10/058,Gujarat,Navsari,Acute Diarrheal Disease,57,00,08-03-22,,,08-03-22,Under Surveillance,,Cases reported from Village Kharsad Kodgara,,1392278531651211316.pdf
GJ/GAN/2022/10/059,Gujarat,Gandhinagar,Acute Diarrheal Disease,14,00,06-03-22,,,06-03-22,Under Surveillance,,"Cases reported from Village/Block Kalol, PHC",,1392278531651211316.pdf
GJ/AND/2022/10/060,Gujarat,Anand,Acute Gastroenteritis,24,01,05-03-22,,,03-03-22,Under Surveillance,,"Cases reported from Village/Block Borsad, PHC",,1392278531651211316.pdf
PB/FKT/2022/10/061,Punjab,Faridkot,Hepatitis A & E,31,00,08-03-22,08-03-22,Under Surveillance,,"Cases reported from CHC Jaitu, District",,1392278531651211316.pdf,,
TL/ADL/2022/10/062,Telangana,Adilabad,Food Poisoning,47,00,09-03- 2022,10-03-22,Under Control,,Cases reported from Kasturba Gandhi Balika,,1392278531651211316.pdf,,
TL/ADL/2022/10/063,Telangana,Adilabad,Food Poisoning,70,00,12-03-22,13-03-22,Under Control,,Cases reported from Kasturba Gandhi Balika,,1392278531651211316.pdf,,
TL/NLN/2022/10/064,Telangana,Nalgonda,Dengue,06,00,11-03-22,12-03-22,Under Control,,Cases reported from Village,,1392278531651211316.pdf,,
TL/PAY/2022/10/065,Telangana,Peddapalli,Food Poisoning,12,00,11-03-22,12-03-22,Under Control,,"Cases reported from Village/SC/PHC, Block",,1392278531651211316.pdf,,
TL/PAY/2022/10/066,Telangana,Peddapalli,Food Poisoning,20,00,09-03-22,10-03-22,Under Control,,"Cases reported from Village ZPHS, Maidaram,",,1392278531651211316.pdf,,
TN/VIR/2022/10/067,Tamil Nadu,Virudhunagar - Sivakasi,Food Borne Illness,07,00,07-03-22,08-03-22,Under Control,,"Cases reported from Village Thirumalapuram,",,1392278531651211316.pdf,,
TN/MDR/2022/10/068,Tamil Nadu,Madurai,Chickenpox,25,00,05-03-22,07-03-22,Under Control,,"Cases reported from Village/HSC Thenpalanji,",,1392278531651211316.pdf,,
WB/NCP/2022/10/069,West Bengal,North 24 Parganas,Acute Diarrheal Disease,556,00,05-03-22,06-03-22,Under Surveillance,,Cases reported from Village Halisahar,,1392278531651211316.pdf,,
TN/AIR/2022/10/071,Tamil Nadu,Ariyalur,Dengue,06,00,05-02-22,Under Control,,"Cases reported from Village Keezha Street, PHC Urban",,1392278531651211316.pdf,,,
TN/AIR/2022/10/072,Tamil Nadu,Ariyalur,Pyrexia of Unknown Origin,15,00,31-01-22,Under Control,,"Cases reported from Village/HSC Nayaganaipriyal,",,1392278531651211316.pdf,,,
TN/VIR/2022/10/073,Tamil Nadu,Virudhunagar,Dengue,17,00,16-02-22,Under Control,,"Cases reported from Village Nanthikudu, HSC",,1392278531651211316.pdf,,,
KN/ERN/2022/11/074,Karnataka,Haveri,Acute Diarrheal Disease,25,00,17-03-22,,,18-03-22,Under Control,,"Cases reported from Village-Konnur, PHC/",,17777132131651643473.pdf
KN/ERN/2022/11/075,Karnataka,Haveri,Acute Diarrheal Disease,36,00,18-03-22,,,19-03-22,Under Surveillance,,"Case reported from Village-Bhukkapatna Town,",,17777132131651643473.pdf
KL/ERN/2022/11/076,Kerala,Idukki,Chickenpox,17,00,10-03-22,,,15-03-22,Under Control,,"Cases reported from Village- Peerumedu, HSC-",,17777132131651643473.pdf
KL/ERN/2022/11/077,Kerala,Ernakulam,Acute Diarrheal Disease,16,00,11-03-22,22-03-22,Under Surveillance,,"Cases reported from Village & PHC-Payipra,",,17777132131651643473.pdf,,
MH/AKL/2022/11/078,Maharashtra,Akola,Chickenpox,05,00,15-03-22,17-03-22,Under Surveillance,,"Cases reported from Village- Kinkhed Karodi,",,17777132131651643473.pdf,,
MH/AKL/2022/11/079,Maharashtra,Akola,Chikungunya,09,00,12-03-22,17-03-22,Under Surveillance,,"Cases reported from Village- Barshitakli, SC-",,17777132131651643473.pdf,,
OR/KPT/2022/11/080,Odisha,Koraput,Acute Diarrheal Disease,41,00,22-03-22,22-03-22,Under Control,,Cases reported from Village- Doraguda,,17777132131651643473.pdf,,
TN/KRI/2022/11/081,Tamil Nadu,Krishnagiri,Food Borne Illness,07,00,18-03-22,21-03-22,Under Control,,"Cases reported from Village- Mettusulagarai,",,17777132131651643473.pdf,,
TN/KRI/2022/11/082,Tamil Nadu,Krishnagiri,Food Borne Illness,06,00,19-03-22,21-03-22,Under Surveillance,,Cases reported from Village- Ramamirtham,,17777132131651643473.pdf,,
TN/TNJ/2022/11/083,Tamil Nadu,Thanjavur,Scrub Typhus,35,00,16-03-22,18-03-22,Under Surveillance,,"Cases reported from Village- Sathangudi, HSC-",,17777132131651643473.pdf,,
TN/VEL/2022/11/084,Tamil Nadu,Ranipet,Chickenpox,07,00,17-03-22,18-03-22,Under Control,,"Cases reported from Village- Nandhimangalam,",,17777132131651643473.pdf,,
TL/MUD/2022/11/085,Telangana,Mahabubabad,Food Poisoning,56,00,15-03-22,16-03-22,Under Control,,Cases reported from TS & MRS School &,,17777132131651643473.pdf,,
GJ/NAV/2022/12/087,Gujarat,Navsari,Acute Diarrheal Disease,19,00,27-03-22,,,27-03-22,Under Surveillance,,"Cases reported from Village Kabilpor, SC Kala",,47642712261652251458.pdf
GJ/KHD/2022/12/088,Gujarat,Kheda,Acute Diarrheal Disease,19,00,23-03-22,,,23-03-22,Under Surveillance,,"Cases reported from Village/SC Vadad, PHC",,47642712261652251458.pdf
GJ/BVN/2022/12/089,Gujarat,Bhavnagar,Crimean- Congo hemorrhagic fever,01,00,24-03-22,,,24-03-22,Under Surveillance,,"Cases reported from Village/SC Ramdhari, PHC",,47642712261652251458.pdf
GJ/SRD/2022/12/090,Gujarat,Surendranagar,Food Poisoning,57,00,27-03-22,,,27-03-22,Under Surveillance,,"Cases reported from Village/SC/PHC Piprali,",,47642712261652251458.pdf
HR/PCH/2022/12/091,Haryana,Panchkula,Suspected Typhoid,06,00,26-03-22,26-03-22,Under Control,,"Cases reported from Sector-19, District",,47642712261652251458.pdf,,
JH/GDA/2022/12/092,Jharkhand,Godda,Suspected Measles,10,00,25-03-22,26-03-22,Under Control,,"Cases reported from Village Sijuakole, SC",,47642712261652251458.pdf,,
KN/BGK/2022/12/093,Karnataka,Bagalkote,Food Poisoning,63,00,22-03-22,27-03-22,Under Surveillance,,Cases reported from Taluk/District Bagalkote.,,47642712261652251458.pdf,,
KN/DKK/2022/12/094,Karnataka,Dakshina Kannada,Acute Diarrheal Disease,29,00,22-03-22,27-03-22,Under Surveillance,,"Cases reported from Taluk Mangalore, District",,47642712261652251458.pdf,,
KL/KTM/2022/12/095,Kerala,Kottayam,Food Poisoning,09,00,22-03-22,23-03-22,Under Surveillance,,"Cases reported from FWC Nattakom, Ward-42,",,47642712261652251458.pdf,,
MH/RGD/2022/12/096,Maharashtra,Raigad,Dengue,11,00,21-03-22,25-03-22,Under Surveillance,,"Cases reported from Padavi, Tal Mahad, PHC",,47642712261652251458.pdf,,
RJ/PAL/2022/12/097,Rajasthan,Pali,Fever with Rashes,11,00,28-03-22,30-03-22,Under Control,,"Cases reported from Village Ana, SC Sadri, PHC",,47642712261652251458.pdf,,
RJ/GGN/2022/12/098,Rajasthan,Sri Ganganagar,Viral Hepatitis,23,01,25-03-22,29-03-22,Under Surveillance,,"Cases reported from Ward- 3,4,6,13, PHC",,47642712261652251458.pdf,,
TN/RMN/2022/12/099,Tamil Nadu,Ramanathapur am,Food Borne Illness,63,00,25-03-22,25-03-22,Under Control,,"Cases reported from Village Kavalaivendran,",,47642712261652251458.pdf,,
TN/SLM/2022/12/100,Tamil Nadu,Salem,Food Borne Illness,30,00,22-03-22,23-03-22,Under Surveillance,,Cases reported from Village Sentharapatti TP –,,47642712261652251458.pdf,,
TN/NMK/2022/12/101,Tamil Nadu,Namakkal,Chickenpox,32,00,25-03-22,25-03-22,Under Control,,"Cases reported from Village Kariyampatty,",,47642712261652251458.pdf,,
TN/AIR/2022/12/102,Tamil Nadu,Ariyallur,Acute Diarrheal Disease,14,00,24-03-22,24-03-22,Under Surveillance,,"Cases reported from Village Periyaaranmanai St,",,47642712261652251458.pdf,,
WB/SPG/2022/12/103,West Bengal,South 24 Parganas,Acute Diarrheal Disease,35,00,26-03-22,26-03-22,Under Surveillance,,Cases reported from Village Radhakrishnapur &,,47642712261652251458.pdf,,
JH/SBG/2022/13/104,Jharkhand,Sahibganj,Measles,63,00,16-12-21,,,29-03-22,Under Control,,"Cases reported from Village- Ghatyari, Masania,",,27714369291652936295.pdf
JH/GDA/2022/13/105,Jharkhand,Godda,Measles,02,00,29-03-22,,,30-03-22,Under Control,,"Case reported from Village- Ghatdharampur, SC-",,27714369291652936295.pdf
KL/ERN/2022/13/106,Kerala,Ernakulam,Acute Diarrheal Disease,21,00,21-03-22,,,06-04-22,Under Surveillance,,"Cases reported from Division 15, Kochi",,27714369291652936295.pdf
KL/TRC/2022/13/107,Kerala,Thrissur,Acute Diarrheal Disease (Shigella),7,00,30-03-22,04-04-22,Under Surveillance,,"Cases reported from PHC Vallathol Nagar,",,27714369291652936295.pdf,,
KL/KOA/2022/13/108,Kerala,Kollam,Food Poisoning,18,00,28-03-22,01-04-22,Under Surveillance,,"Cases reported from Kundara, Perumon FHC,",,27714369291652936295.pdf,,
KL/THI/2022/13/109,Kerala,Thiruvanantha puram,Dengue,08,00,16-03-22,05-04-22,Under Surveillance,,Cases reported from FHC Pangappara/ FWC,,27714369291652936295.pdf,,
KL/IDK/2022/13/110,Kerala,Idukki,Food Poisoning,12,00,28-03-22,02-04-22,Under Control,,"Cases reported from Block-Muttom, PHC-",,27714369291652936295.pdf,,
KN/DVA/2022/13/111,Karnataka,Davanagere,Acute Diarrheal Disease,21,00,27-03-22,28-03-22,Under Control,,"Cases reported from Village- Kalledevarapura,",,27714369291652936295.pdf,,
KN/KPP/2022/13/112,Karnataka,Koppal,Food Poisoning,50,00,29-03-22,30-03-22,Under Control,,"Cases reported from Village- Hulegudda, PHC &",,27714369291652936295.pdf,,
MH/AKL/2022/13/113,Maharashtra,Akola,Chikungunya,03,00,29-03-22,30-03-22,Under Surveillance,,"Cases reported from Village-Sagad, SC-Nimbha,",,27714369291652936295.pdf,,
OR/KPT/2022/13/114,Odisha,Koraput,Acute Diarrheal Disease,09,01,04-03-22,04-04-22,******,,"Cases reported from Village- Banamaliput, SC-",,27714369291652936295.pdf,,
OR/GJM/2022/13/115,Odisha,Ganjam,Acute Diarrhoeal Disease,83,00,05-04-22,07-04-22,Under Control,,"Cases reported from Village- Bakharakota, SC-",,27714369291652936295.pdf,,
OR/GJM/2022/13/116,Odisha,Ganjam,Acute Diarrhoeal Disease,69,00,03-04-22,04-04-22,Under Control,,"Cases reported from Village & SC- Karatali, GP-",,27714369291652936295.pdf,,
OR/KPT/2022/13/117,Odisha,Koraput,Acute Diarrhoeal Disease,08,00,28-03-22,29-03-22,Under Control,,"Cases were reported from Village- K. Podapadar,",,27714369291652936295.pdf,,
PB/NWS/2022/13/118,Punjab,Nawanshahr,Hepatitis-A,207,0,28-03-22,28-03-22,Under Surveillance,,"Cases were reported from urban Nawanshehr,",,27714369291652936295.pdf,,
PB/RUP/2022/13/119,Punjab,Rupnagar,Hepatitis-A,35,0,1-04-22,1-04-22,Under Surveillance,,"Cases reported from Urban area, Anandpur",,27714369291652936295.pdf,,
RJ/GGN/2022/13/120,Rajasthan,Sri Ganganagar,Jaundice,23,01,25-03-22,29-03-22,Under Surveillance,,"Cases reported from ward-3,4,6,13, PHC-",,27714369291652936295.pdf,,
TN/PUD/2022/13/121,Tamil Nadu,Pudukkottai,Dengue,15,00,30-03-22,30-03-22,Under Control,,"Cases reported from Village- Valavampatti, HSC",,27714369291652936295.pdf,,
TN/KRI/2022/13/122,Tamil Nadu,Krishnagiri,Food Poisoning,18,00,31-03-22,01-04-22,Under Control,,"Cases reported from Village- Puthupatti,",,27714369291652936295.pdf,,
TN/TPL/2022/13/123,Tamil Nadu,Tiruchirappalli,Chickenpox,24,00,28-03-22,04-04-22,Under Surveillance,,Cases reported from Village- Andhanallur 4th,,27714369291652936295.pdf,,
TL/JIL/2022/13/124,Telangana,Jagtial,Food Poisoning,25,00,02-04-22,03-04-22,Under Control,,Cases reported from Mahatma Jyotibaphule Girls,,27714369291652936295.pdf,,
UK/HDW/2022/13/125,Uttarakhand,Haridwar,Food Poisoning,89,00,03-04-22,04-04-22,Under Control,,"Cases reported from Kangdi Shyampur, Gajiwali,",,27714369291652936295.pdf,,
KN/DKK/2022/14/126,Karnataka,Dakshina Kannada,Acute Diarrheal Disease,12,00,02-04-22,,,03-04-22,Under Control,,"Cases reported from Taluk Mangalore, District",,25631695521654237028.pdf
JH/GDA/2022/14/127,Jharkhand,Godda,Chickenpox,05,00,14-04-22,,,14-04-22,Under Surveillance,,"Case reported from Poreyahat, Danre, Harijantola.",,25631695521654237028.pdf
MG/EGH/2022/14/128,Meghalaya,South West Garo Hills,Chickenpox,32,00,02-04-22,,,18-04-22,Under Control,,"Cases reported from PHC Mellim, District South",,25631695521654237028.pdf
OR/AGL/2022/14/129,Odisha,Angul,Food Poisoning,18,00,08-04-22,,,09-04-22,Under Control,,"Cases reported from village Patharkhumpa, SC",,25631695521654237028.pdf
TL/HYD/2022/14/130,Telangana,Hyderabad,Acute Diarrheal Disease,95,00,08-04-22,07-04-22,Under Control,,"Cases reported from Vaddera Basthi, Madhapur,",,25631695521654237028.pdf,,
WB/HGL/2022/14/131,West Bengal,Hooghly,Cholera,50,00,06-04-22,07-04-22,Under Surveillance,,"Cases reported from Village Jakri, GP Rammohan",,25631695521654237028.pdf,,
KN/CKR/2022/15/134,Jharkhand,Godda,Measles,14,00,10-04-22,,,12-04-22,Under Surveillance,,"Cases reported from Thakurgangti, Chanda,",,3440912171654257519.pdf
